"S","R","D","A","H","I"
0,199.00000029,0,51.00000046,56.99999925,0
0,241.402461744204,1.67730945797083,32.02800028888,20.2357286623201,11.656499846625
0,265.084710612892,7.31913192160036,20.1135841814166,7.6633718079231,6.81920147616821
0,277.418252939525,10.5681989121528,12.6313308659296,3.24664140815401,3.13557587423896
0,284.00879853187,12.1092522122681,7.93247578380382,1.5643528530161,1.38512061904246
0,287.710185097208,12.8355248797599,4.9815947922288,0.834207329981368,0.638487900821557
0,289.87990643488,13.2004861667532,3.12844152951969,0.473718252676828,0.317447616170148
0,291.188184794956,13.4000534352349,1.96466128053836,0.277212154879534,0.169888334391545
0,291.989417486187,13.5156706183895,1.23380728417809,0.165340408662868,0.09576420258292
0,292.484467490088,13.5852936465504,0.774830974463842,0.0995700087323574,0.0558378801656281
0,292.79177794362,13.6278083445703,0.486593851963293,0.0606150806228091,0.0332047792238616
0,292.983186827227,13.6544502680662,0.305580939032948,0.0367490824653287,0.0200328832088526
0,293.102473796808,13.6710609410699,0.191890604862958,0.0224519067568849,0.0121227505021958
0,293.176919889188,13.6814654906088,0.120498367310475,0.0137366053449809,0.007379647547288
0,293.223413451787,13.6879496102234,0.0756673654494953,0.00846311781078708,0.00450645472892484
0,293.252486059044,13.6920228524073,0.047515583172302,0.00520831319610988,0.00276719217995867
0,293.270669608285,13.6945812102725,0.0298375743729427,0.00321005281948222,0.00170155424999497
0,293.282046431528,13.6961790047847,0.0187366077615533,0.00199014264692706,0.00104781327908296
0,293.289170940883,13.6971792535488,0.011765717481668,0.00123610686115016,0.000647981225485663
0,293.293634752747,13.697804865319,0.00738832288214325,0.000770239516728705,0.00040181953496691
0,293.296433149311,13.69819760428,0.00463952284217715,0.000479791092635196,0.000249932474213409
0,293.298187715464,13.6984447461064,0.00291340437423322,0.000298532307553185,0.000155601747512982
0,293.299287719062,13.6986005289411,0.00182948232750121,0.000185431410212352,9.68382588226121e-05
0,293.299977198874,13.6986983184177,0.00114882973892703,0.000115459446322828,6.01935229176269e-05
0,293.300409473502,13.6987596731189,0.000721411597807461,7.19858142762589e-05,3.74559670440724e-05
0,293.300680553665,13.6987980811743,0.000453012901578594,4.5016287815184e-05,2.33359714396316e-05
0,293.300850623621,13.6988222290575,0.000284471014356257,2.81032025459407e-05,1.45731042893204e-05
0,293.300957312795,13.6988373165279,0.000178634554836929,1.76372028900879e-05,9.09891890718856e-06
