"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv","rrr_pxlvd","rrr_rmsvr","cost_A_pxlvd_drugs","prob_AH_pxlvd","prob_AH_syntc",".strategy_names",".index",".cost",".effect"
4581757.56901556,3402547.47907625,7984305.04809182,114.030058177513,36751,0.88387314616637,0.823602139335592,109.736013905081,0.008,0.055,"strategy",1,7984305.04809182,114.030058177513
3826473.05348268,3402831.37384676,7229304.42732945,150.8614084328,36751,0.841781752633481,0.959311267580882,90.7409802006569,0.009,0.075,"strategy",2,7229304.42732945,150.8614084328
5188004.24561401,3105264.83496231,8293269.08057632,110.391535355897,36751,0.861981980186555,1.21919515863321,124.792906991138,0.004,0.07,"strategy",3,8293269.08057632,110.391535355897
4405108.59888616,3592240.07527056,7997348.67415672,25.2950466213002,36751,0.978506891375461,0.926054607492657,105.108178987615,0.008,0.078,"strategy",4,7997348.67415672,25.2950466213002
4554776.68193745,3226667.3416267,7781444.02356416,126.087730365029,36751,0.853914682809388,0.929983155592126,109.016313719603,0.006,0.06,"strategy",5,7781444.02356416,126.087730365029
4451744.60416506,3334876.77998952,7786621.38415458,185.564165564056,36751,0.790617761137116,0.736836071026678,106.644499387935,0.009,0.061,"strategy",6,7786621.38415458,185.564165564056
4567642.90379334,3489716.95175991,8057359.85555325,72.4658245880973,36751,0.932327542247154,1.22850941660899,109.296673399667,0.008,0.079,"strategy",7,8057359.85555325,72.4658245880973
4481233.58879105,3087309.76055246,7568543.34934351,119.307886435113,36751,0.847401043585077,0.75486048839968,107.0968825249,0.004,0.064,"strategy",8,7568543.34934351,119.307886435113
4554588.49193504,3353559.59881816,7908148.0907532,29.5771453270982,36751,0.971095192300666,0.866537697807508,108.79148103401,0.005,0.081,"strategy",9,7908148.0907532,29.5771453270982
4146259.12459195,3311759.51739154,7458018.64198349,159.153358373832,36751,0.821374735197026,0.799082181686788,98.8383815113855,0.008,0.06,"strategy",10,7458018.64198349,159.153358373832
4573140.30027225,3787538.16694164,8360678.46721389,142.413297733188,36751,0.881233813926505,0.925165729911374,109.794646148209,0.014,0.052,"strategy",11,8360678.46721389,142.413297733188
3505713.51722375,3387715.10148226,6893428.61870601,84.8352428970433,36751,0.914871746115871,1.53751041789527,82.5180913993903,0.007,0.062,"strategy",12,6893428.61870601,84.8352428970433
