"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv","rrr_pxlvd","rrr_rmsvr","cost_A_pxlvd_drugs","prob_AH_pxlvd","prob_AH_syntc",".strategy_names",".index",".cost",".effect"
1395275.7983501,2546851.73865439,3942127.53700449,57.4946080218441,13083,0.953016896695767,1.02491156289689,94.502935727797,0.011,0.05,"strategy",1,3942127.53700449,57.4946080218441
1605378.08271674,2365612.5302734,3970990.61299014,75.1768824700277,13083,0.931297394887682,0.969621151214134,111.26815873034,0.005,0.064,"strategy",2,3970990.61299014,75.1768824700277
1314358.55393118,2358759.40141964,3673117.95535082,78.4043531276802,13083,0.927884164852583,0.795061974655547,88.1535558892492,0.005,0.064,"strategy",3,3673117.95535082,78.4043531276802
1463286.02603065,2244599.79955478,3707885.82558543,206.085530480574,13083,0.775711891019727,1.06760290617391,100.996576591455,0.011,0.075,"strategy",4,3707885.82558543,206.085530480574
1270193.02506276,2287657.86975531,3557850.89481807,100.658123503958,13083,0.901710637462379,0.616555428498294,84.7959995921897,0.004,0.067,"strategy",5,3557850.89481807,100.658123503958
1510027.76901615,2283625.34430848,3793653.11332463,173.735151141672,13083,0.820093872281105,1.01494408709507,104.475148455837,0.01,0.066,"strategy",6,3793653.11332463,173.735151141672
1736475.88825274,2276942.43096825,4013418.31922098,153.270371657709,13083,0.843046850830228,0.95403394312253,122.378158289722,0.008,0.053,"strategy",7,4013418.31922098,153.270371657709
1361599.57101023,2527068.68280346,3888668.25381368,66.6752940138617,13083,0.944589692542729,0.943582845811795,91.8491127271302,0.011,0.075,"strategy",8,3888668.25381368,66.6752940138617
1496788.1326513,2554230.81067883,4051018.94333013,0,13083,1.03483649819348,1.04196415329117,102.243744286145,0.006,0.061,"strategy",9,4051018.94333013,0
1418610.90725685,2230613.78538688,3649224.69264373,104.465343081209,13083,0.8939645340251,0.685315762557184,96.5831680748409,0.002,0.061,"strategy",10,3649224.69264373,104.465343081209
1839917.7465851,2210189.50371217,4050107.25029726,175.194324821261,13083,0.809368728070538,0.458135277075166,130.739634692232,0.007,0.065,"strategy",11,4050107.25029726,175.194324821261
1602478.00407301,2253875.78337636,3856353.78744937,164.946199111435,13083,0.827020491530134,0.69738549740643,111.752210448227,0.008,0.052,"strategy",12,3856353.78744937,164.946199111435
1649241.821913,2306054.36797484,3955296.18988785,126.967648169004,13083,0.874880637681897,0.881334318995066,115.17466867748,0.007,0.056,"strategy",13,3955296.18988785,126.967648169004
1510399.61400036,2268432.26761147,3778831.88161183,98.1173745393544,13083,0.903244001155362,0.883987790155906,103.817872453669,0.003,0.074,"strategy",14,3778831.88161183,98.1173745393544
1569258.12862692,2199626.5433017,3768884.67192862,131.721505955788,13083,0.860533640576668,0.780129896144331,108.704028177718,0.003,0.069,"strategy",15,3768884.67192862,131.721505955788
