"S","R","D","A","H","I"
0,158113.99876629,0,108595.00058337,642.000650340008,0
0,192202.169376359,0.30412808580739,74061.7903978583,955.446964702224,131.289132994532
0,215840.496375607,7.02057808860308,50510.1410513394,721.017658748982,272.3243362164
0,232075.271760696,20.1558486634321,34447.9161970135,500.626021389895,307.030172236977
0,243198.140119615,34.7585252964268,23493.4788463632,342.324806419871,282.297702305102
0,250811.503084078,48.3188689964554,16022.5525732197,233.193597242194,235.431876463653
0,256019.511950248,59.5761703627761,10927.3808549358,158.879854210155,185.65117024373
0,259580.551652047,68.4518131638224,7452.47374306623,108.24027577464,141.282515948802
0,262014.531625309,75.2034715887421,5082.58709277117,73.7511195888212,104.926690741912
0,263677.632238572,80.2294937247715,3466.32439726994,50.2447257030693,76.5691447306744
0,264813.68490424,83.8988692067702,2364.0332389381,34.2384223970764,55.1445652184529
0,265589.536056223,86.5482841007465,1612.27066895578,23.3285181219443,39.3164725982155
0,266119.283880421,88.438569379154,1099.56859622784,15.8988190730837,27.8101348984919
0,266480.933115753,89.7789548173754,749.905782627389,10.8340992515378,19.5480475509619
0,266727.787191467,90.7205795596246,511.435743751879,7.38575605959563,13.6707291618031
0,266896.265040819,91.3795333903098,348.799177238781,5.03481414852439,9.52143440300395
0,267011.238693831,91.8390994381685,237.881038876849,3.43198780090872,6.60918005353355
0,267089.692324451,92.1583456688724,162.234868514011,2.33964034968953,4.57482101665649
0,267143.221980097,92.3796268994166,110.644180326555,1.59491110968366,3.15930156727222
0,267179.743258911,92.5326135886765,75.4593309827108,1.08728647767476,2.17751004035183
0,267204.658939306,92.6380725565176,51.4632637302088,0.741353439520972,1.49837096833066
0,267221.65624159,92.7106341331005,35.0979458640024,0.505526246920416,1.02965216582381
0,267233.251223432,92.7605178347923,23.9367990792496,0.344703366974128,0.706756286667975
0,267241.160635195,92.7948008887772,16.3248969720482,0.235015921487511,0.484651022533643
0,267246.555784643,92.8183496100036,11.1335797349369,0.160219756903004,0.33206625514891
0,267250.235803915,92.8345182466845,7.59310137922696,0.109220693485547,0.227355765803926
0,267252.745872634,92.8455959248832,5.17849514063279,0.0744701904977804,0.155566110578895
0,267254.457915914,92.853181420122,3.53173368591156,0.0507780855642102,0.106390894756029
