"S","R","D","A","H","I"
2.91038304567337e-11,121570.99952202,0,73563.00032088,760.000157100002,0
3.23117426778526e-27,144877.129725179,0.620177616432075,50169.9662188402,690.863846237658,155.42003212695
3.58732406867153e-43,160943.294803423,8.57039804102033,34215.916961249,493.860041904922,232.357795381994
3.98272977783113e-59,171962.149073359,19.8513536373797,23335.2553675718,339.588158768557,237.156046663405
4.42171830020836e-75,179507.954159359,31.2044371435135,15914.644160684,231.77802100077,208.419221812925
4.90909346529773e-91,184671.582455102,41.1535253222764,10853.7873175865,157.944432712082,169.532269277032
5.45018859521043e-107,188203.226788776,49.2524572545367,7402.28295059397,107.592257089108,131.645546285961
6.05092486695206e-123,190617.654245265,55.5551661335964,5048.35697230509,73.2867095978484,99.1469066982959
6.71787610756709e-139,192267.698490493,60.3141437481551,3442.97945511207,49.9206912091156,73.0872194379614
7.45834073120021e-155,193395.012048968,63.8228957312202,2348.11198838643,34.0151749719369,53.0378919429095
8.2804216052781e-171,194165.000800868,66.3707322375753,1601.41237607955,23.1797828549219,38.0363079603061
9.19311471978334e-187,194690.810728082,68.204546984619,1092.16324048625,15.791942388688,27.0295420585709
1.02064076299239e-202,195049.804945171,69.5122869199638,744.855330011623,10.7586740327896,19.0687638648092
1.13313887494514e-218,195294.866264966,70.439038977922,507.991335067926,7.32891652362931,13.3744444644837
1.25803686906194e-234,195462.129208195,71.0914092399536,346.450090516326,4.99310416390093,9.33618788526963
1.39670149785991e-250,195576.27857452,71.5485670578045,236.278961732134,3.40180078744012,6.49209590228575
1.55065016145251e-266,195654.172316661,71.867750436712,161.142251901316,2.31764454134824,4.50003645977095
1.7215675123833e-282,195707.321073638,72.0895568091793,109.899015796697,1.57937408232582,3.11097967413149
1.91132389069459e-298,195743.583217908,72.2432676208248,74.9511287733475,1.07636960854509,2.14601608887669
2.12199579096527e-314,195768.322497723,72.3497824772781,51.116669823423,0.733366963601928,1.47768301302921
0,195785.199430279,72.4232269268152,34.8615688195745,0.499878185191546,1.01589578969171
0,195796.712317657,72.4738314363125,23.7755899349498,0.340720949899221,0.697540021631014
0,195804.565716172,72.5086696581568,16.2149523356357,0.232225947298385,0.478435886930165
0,195809.922641799,72.5326224239715,11.0585974929036,0.15828464775423,0.327853635963596
0,195813.576580735,72.5490669550132,7.54196349016024,0.10789737865464,0.224491441140408
0,195816.06886352,72.5603455135308,5.14361910028928,0.0735548676215533,0.153616998443153
0,195817.768769943,72.5680765478368,3.50794822639729,0.0501437509906185,0.105061531516295
0,195818.928201536,72.5733683838607,2.39242069040295,0.0341889354331489,0.0718204545461304
