"S","R","D","A","H","I"
0,600.999997,0,213.000004,35.999999,0
0,690.78999758,0.646333042401187,133.764002512,17.4376670700988,7.3619997955
0,746.48963854932,4.32833735952349,84.003793577536,9.91896764482008,5.25926286880021
0,781.023260465394,7.00778767439364,52.7543823666926,5.97651015033029,3.23805934318975
0,802.519697655267,8.64991715427151,33.129752126283,3.73368308950272,1.96694997467619
0,815.981923144116,9.70346332842327,20.8054843353057,2.29319250617588,1.21593668597883
0,824.395026915949,10.3536832462461,13.065844162572,1.43682236994447,0.748623305288099
0,829.670731993467,10.7684655904387,8.2053501340952,0.889438747129573,0.466013534869906
0,832.973845116043,11.0262658133798,5.15295988421179,0.557855849556887,0.289073336808076
0,835.046404675476,11.1866739616563,3.236058807285,0.350294166882805,0.180568388700241
0,836.347587359696,11.2889027257887,2.03224493097498,0.218099097011957,0.113165886528589
0,837.163400070341,11.3539537071461,1.27624981665229,0.135766986619576,0.0706294192405207
0,837.674776609791,11.3945214320907,0.801484884857637,0.0852079580710742,0.0440091151890231
0,837.995757549044,11.4198546271159,0.503332507690596,0.0535081922301723,0.02754712391901
0,838.19729846915,11.4358572529713,0.316092814829694,0.0334731992362335,0.0172782638124425
0,838.323772510854,11.4458862668261,0.198506287713048,0.0210156646861347,0.0108192699206715
0,838.403182928609,11.4522208021618,0.124661948683794,0.0131481850356709,0.006786135510069
0,838.453016804963,11.4562209201157,0.0782877037734228,0.00822495614094918,0.00424961500711056
0,838.484286821738,11.4587250237347,0.0491646779697095,0.0051640615748661,0.00265941498245954
0,838.503920136092,11.4602937451075,0.0308754177649776,0.00324298499771128,0.00166771603802581
0,838.516248940631,11.4612779390353,0.0193897623564059,0.00203659285595993,0.00104676512077789
0,838.523991221342,11.4618957884332,0.0121767707598229,0.00127898024857074,0.000657239216822721
0,838.528853325751,11.462283746137,0.00764701203716879,0.000803199593651849,0.000412716480701943
0,838.531906716313,11.4625273716758,0.004802323559342,0.000504409344720931,0.00025917910746325
0,838.533824243053,11.4626803657772,0.00301585919526678,0.000316769068481259,0.000162762905711978
0,838.535028449264,11.4627764454434,0.00189395957462753,0.000198930975006099,0.000102214742818172
0,838.535784690631,11.462836783329,0.00118940661286609,0.000124928652303825,6.41907752369269e-05
0,838.536259610178,11.4628746754878,0.000746947352879906,7.84551936468021e-05,4.03117877006254e-05
