"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,2645.02100607316,143824.785709059,146469.806715132,0
2,20435.0629571601,62701.30726033,83136.3702174901,0
3,6529.15906182591,26419.6443970636,32948.8034588895,0
4,2589.71535830146,11969.5778747159,14559.2932330174,0
5,1272.72977655592,6067.6791504349,7340.40892699082,0
6,713.436936468678,3366.659823893,4080.09676036168,0
7,423.15263259096,1969.00858647868,2392.16121906964,0
8,256.328097829087,1181.22452848667,1437.55262631575,0
9,156.309973265409,717.630878178845,873.940851444254,0
10,95.8417133325484,439.059755399105,534.901468731654,0
11,58.9457865734862,270.08632598836,329.032112561846,0
12,36.4253207008553,166.370523718907,202.795844419762,0
13,22.4464200673418,102.650745801939,125.097165869281,0
14,13.8885730643433,63.4589312420632,77.3475043064065,0
15,8.5988069519152,39.3280565125438,47.926863464459,0
16,5.34324398907369,24.4044810293237,29.7477250183974,0
17,3.31771633857904,15.1506157251516,18.4683320637306,0
18,2.06186253027436,9.42519465361621,11.4870571838906,0
19,1.28553023804969,5.87466382697801,7.1601940650277,0
20,0.802312699207486,3.66759632092612,4.4699090201336,0
21,0.501607488530712,2.29156252648565,2.79317001501636,0
22,0.313531928225615,1.4315049469913,1.74503687521691,0
23,0.195843382780247,0.893601904656686,1.08944528743693,0
24,0.122219080756104,0.557975136900984,0.680194217657088,0
25,0.0763770329582539,0.348700224224742,0.425077257182996,0
26,0.0477667790989091,0.218191661693645,0.265958440792554,0
27,0.0299225048527972,0.136567040190903,0.1664895450437,0
28,0.0187286775120239,0.0855924486144147,0.104321126126439,0
