"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,3372.201984018,149154.205544243,152526.40752826,0
2,20041.5392764936,64286.1159166625,84327.6551931562,0
3,7204.75821838904,29994.6397049916,37199.3979233806,0
4,3296.30117997325,15182.8214702748,18479.122650248,0
5,1787.2832857981,8374.47673333831,10161.7600191364,0
6,1049.53043772725,4881.01888411673,5930.54932184398,0
7,634.116557212995,2925.80445914979,3559.92101636278,0
8,386.982551543476,1776.02941071308,2163.01196225656,0
9,236.859550860363,1085.42525482514,1322.2848056855,0
10,145.565722645848,666.314599593926,811.880322239774,0
11,89.6825754122342,410.746005916998,500.428581329232,0
12,55.4891907166349,253.422191169285,308.91138188592,0
13,34.2394980980114,156.568621011051,190.808119109063,0
14,21.2074816190463,96.8977663384364,118.105247957483,0
15,13.142452206376,60.1048553481481,73.2473075545241,0
16,8.17225604932439,37.3257173339684,45.4979733832928,0
17,5.07780819192781,23.1885989746424,28.2664071665702,0
18,3.15767465156495,14.4338063841289,17.5914810356938,0
19,1.96958921293037,9.00047019815171,10.9700594110821,0
20,1.22967643305136,5.6209642794623,6.85064071251366,0
21,0.768990065069201,3.51305341766318,4.28204348273238,0
22,0.480784123847974,2.19518560503303,2.675969728881,0
23,0.300401816688041,1.37076131591943,1.67116313260747,0
24,0.187532658326324,0.856178013404534,1.04371067173086,0
25,0.117222928282004,0.535195110130127,0.652418038412132,0
26,0.0733277319729653,0.334949519205658,0.408277251178624,0
27,0.0459405150163953,0.209681905363579,0.255622420379975,0
28,0.0287592792729561,0.131430069511663,0.160189348784619,0
