"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,879.01000607316,65599.3243734056,66478.3343794788,0
2,10021.0168622475,35359.1034648705,45380.120327118,0
3,4463.78028477409,17893.7565803957,22357.5368651698,0
4,1943.49800412813,8335.18776003785,10278.685764166,0
5,847.097030759974,3776.48533687643,4623.58236763641,0
6,376.743211151705,1719.82270817583,2096.56591932754,0
7,174.503849495259,810.105700260669,984.609549755928,0
8,86.1992938402967,403.023125152299,489.222418992596,0
9,45.552402830445,213.064347548516,258.616750378961,0
10,25.489516097046,118.088864511723,143.578380608769,0
11,14.6581095211057,67.7981857808563,82.456295301962,0
12,8.66798172449878,39.820641853157,48.4886235776558,0
13,5.16992443641677,23.6928619903487,28.8627864267654,0
14,3.10981508137478,14.2557009457578,17.3655160271326,0
15,1.88918413273047,8.64337997103385,10.5325641037643,0
16,1.15154831048558,5.24966834567842,6.401216656164,0
17,0.700446029876809,3.20204049549898,3.90248652537579,0
18,0.42974798696598,1.96408765097739,2.39383563794336,0
19,0.264734950616039,1.21123351847573,1.47596846909176,0
20,0.164017631272178,0.748939990455757,0.912957621727934,0
21,0.101562750088583,0.464162105728035,0.565724855816618,0
22,0.0631126283726652,0.288048596714266,0.351161225086931,0
23,0.0391953830818129,0.179016163065193,0.218211546147006,0
24,0.0244060812529508,0.111446830110002,0.135852911362952,0
25,0.0152137268869781,0.0694499154164238,0.084663642303402,0
26,0.00948845716112242,0.04327262173586,0.0527610788969824,0
27,0.00591225851212077,0.026999082647509,0.0329113411596298,0
28,0.00369579981196732,0.0168714272842836,0.0205672270962509,0
