"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,863.02799768261,53176.1784289695,54039.2064266521,0
2,7796.4369909596,25251.18532017,33047.6223111296,0
3,2850.98364843604,11295.3837476944,14146.3673961305,0
4,1124.45287270763,4986.15366183573,6110.60653454336,0
5,498.717464863651,2329.36431203594,2828.08177689959,0
6,250.106589797293,1180.98291731074,1431.08950710803,0
7,137.292812348196,644.099079270045,781.391891618241,0
8,79.4962360165241,369.010130020974,448.506366037498,0
9,47.2041576092368,217.78291708027,264.987074689506,0
10,28.4687232170316,130.779092443125,159.247815660157,0
11,17.3076126583661,79.4508794803307,96.7584921386968,0
12,10.6092591562299,48.4740525260806,59.0833116823105,0
13,6.48631657567613,29.6756571190029,36.1619736946791,0
14,3.98895766657666,18.228442151141,22.2173998177177,0
15,2.4565088806975,11.2395573674158,13.6960662481133,0
16,1.52054278413297,6.94477183804619,8.46531462217916,0
17,0.940556722722171,4.29476151169775,5.23531823441993,0
18,0.582556649141126,2.66353834364605,3.24609499278718,0
19,0.362376213053639,1.65622977457887,2.01860598763251,0
20,0.225737657600606,1.0321317216389,1.25786937923951,0
21,0.140943713201939,0.643921640867147,0.784865354069086,0
22,0.0879794183781797,0.401643572070841,0.489622990449021,0
23,0.0548731102063016,0.250306611706988,0.30517972191329,0
24,0.0341860228170136,0.156051459188221,0.190237482005235,0
25,0.0213353649851225,0.0973957254834945,0.118731090468617,0
26,0.0133288687790473,0.0608852651930686,0.0742141339721159,0
27,0.00834417525597115,0.0380755850324689,0.04641976028844,0
28,0.00521825511716578,0.023851316925,0.0290695720421658,0
