"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,391.55899872144,27095.430594409,27486.9895931305,0
2,4069.82271792739,13492.8239565451,17562.6466744725,0
3,1572.14523297828,6183.37802626713,7755.52325924541,0
4,618.155729939028,2682.51774009523,3300.67347003425,0
5,257.409854871361,1182.41766834573,1439.82752321709,0
6,117.539438391896,553.374519802488,670.913958194384,0
7,59.2649687152316,279.935335981888,339.20030469712,0
8,32.4136557891515,151.790637193414,184.204292982566,0
9,18.6278774441291,86.5468897252813,105.17476716941,0
10,11.0401581896241,50.9359638713817,61.9761220610058,0
11,6.64598897436361,30.5862282153756,37.2322171897392,0
12,4.05007881281551,18.5220842546745,22.57216306749,0
13,2.46394529352015,11.2790596244513,13.7430049179714,0
14,1.50977694029856,6.9007085143884,8.41048545468696,0
15,0.926936866193466,4.24222489099956,5.16916175719302,0
16,0.57251868976132,2.61492504110641,3.18744373086773,0
17,0.353419580135225,1.61373151461963,1.96715109475485,0
18,0.218509714447706,0.999170138678394,1.2176798531261,0
19,0.135759408018097,0.620530433728403,0.7562898417465,0
20,0.0844882639891595,0.386344268847553,0.470832532836713,0
21,0.0527162588528885,0.240847493058157,0.293563751911045,0
22,0.0328843638852448,0.150115116686291,0.182999480571536,0
23,0.0204950065028932,0.0934764407198762,0.113971447222769,0
24,0.012757796155444,0.0582329236984484,0.0709907198538924,0
25,0.00795701326367993,0.0363218074063352,0.0442788206700151,0
26,0.00496841594638256,0.0226955626385741,0.0276639785849567,0
27,0.00310937647453157,0.0141872259684242,0.0172966024429558,0
28,0.0019437544390204,0.00888497991176349,0.0108287343507839,0
