"S","R","D","A","H","I"
0,988.07978768,0,359.42895856,228.49125376,0
0,1213.86805516852,4.68766263838555,224.817062715943,85.9007580832322,46.72646139392
0,1338.23832619951,43.1792474716573,140.619475655819,36.39624564499,17.566705028021
0,1404.43922385798,58.2863255350672,87.9552321111042,17.8761862614519,7.44303223440044
0,1442.51355896275,65.0602072529987,55.0145904017819,9.75596329199791,3.65568009046691
0,1465.36509296429,68.6044790964896,34.4107460628681,5.62458738314359,1.99509449321357
0,1479.3464372187,70.6544712659996,21.523371090387,3.32549230505767,1.15022811985286
0,1487.97072703716,71.8978640746866,13.4625242430996,1.98882146866724,0.680063176384294
0,1493.30957764926,72.665864818789,8.42059351367093,1.19725002793861,0.406713990342451
0,1496.62089216344,73.1385147983963,5.26694651330495,0.728808894147197,0.244837630713446
0,1498.67964112278,73.4311484704898,3.29439077292803,0.445778214950239,0.149041418853102
0,1499.96128518367,73.6156605127065,2.06058871821412,0.2713039404521,0.0911616449573239
0,1500.75865215273,73.7317733772311,1.28886527382344,0.165227540397915,0.0554816558224545
0,1501.2547711033,73.8047838804938,0.80616460693218,0.100491377265377,0.0337890320113736
0,1501.56342770655,73.8504262959527,0.504243063002367,0.0613524478410286,0.0205504866507696
0,1501.75558903264,73.8789638876193,0.315395968018973,0.0375045361400852,0.0125465755834904
0,1501.87527033624,73.8968407033059,0.197275131660379,0.022944151153198,0.00766967764064742
0,1501.94982713815,73.9079676496057,0.123392438451461,0.0141206948790843,0.004692078910829
0,1501.99631955641,73.914904625551,0.0771799959723733,0.00870813996605545,0.00288768210277274
0,1502.02532590622,73.9192794370157,0.048274852600784,0.00533898954098581,0.00178081462305834
0,1502.04340860504,73.9219968653432,0.0301951479041487,0.00330755835037728,0.0010918233611316
0,1502.05469756811,73.9236929643739,0.0188865818916786,0.00204648993908929,0.000676395682652154
0,1502.06174582416,73.9247573934753,0.0118132547879347,0.00126502038500973,0.000418507192543759
0,1502.06614573264,73.9254236925264,0.00738900185777653,0.000782876307519324,0.000258696668734491
0,1502.06889284554,73.9258397759307,0.0046217024380095,0.000485577888767798,0.000160098204887702
0,1502.07060864109,73.9260997266143,0.00289080092773593,0.000301530688092467,9.93006782530148e-05
0,1502.07168053781,73.9262623896314,0.00180814972748398,0.000187259807480272,6.16630257149095e-05
0,1502.07235020795,73.9263638741037,0.00113096872414559,0.000116654587818357,3.82946306297157e-05
