"S","R","D","A","H","I"
0,17835.15001311,0,13157.80003959,154.049947300002,0
0,22015.7409906009,0.0690152293318677,8984.50112763312,115.185652313797,31.5032142228504
0,24884.83467425,2.79795590376699,6134.85995147834,79.9519098687825,44.5555084991236
0,26850.5483968465,6.61786578671238,4189.0480160881,54.7348537450557,46.0508675336819
0,28196.7910021889,10.5944412017929,2860.39508968139,37.3286810390835,41.8907858888162
0,29118.6231059482,14.1808378787733,1953.15499790188,25.4829451252274,35.5581131459775
0,29749.8094273669,17.2096709687016,1333.66696775234,17.3996334108647,28.9143005012176
0,30181.9585205466,19.670859214371,910.66381458943,11.8743079029919,22.8324977466335
0,30477.8094707219,21.6133801922866,621.825840524657,8.10286959705899,17.6484389640677
0,30680.3354849597,23.1113890423925,424.59947320793,5.53216654398223,13.4214862460461
0,30818.9679231347,24.2542734516838,289.927984492151,3.77172813165898,10.0780907898587
0,30913.8544615916,25.1108302140988,197.970655866822,2.57467860406118,7.48937372344407
0,30978.7969962198,25.7463960231119,135.179709033575,1.7579604249052,5.51893829857833
0,31023.2426944753,26.2141534023033,92.3043551802686,1.20036976538251,4.03842717672543
0,31053.6588954205,26.5560643023684,63.0279059346773,0.819643169391146,2.93749117302589
0,31074.4728835453,26.8045376237654,43.0371559256579,0.55967426115535,2.12574864407955
0,31088.7152240557,26.9842057753669,29.3869320692492,0.382160667156017,1.5314774325497
0,31098.4602683956,27.1135566093822,20.0661906640492,0.260949617991727,1.09903471297103
0,31105.1277729276,27.2063261190199,13.7017367725607,0.178183444295147,0.785980736545799
0,31109.6894075844,27.2726348603685,9.35591581519734,0.12166846665088,0.560373273339787
0,31112.8101359935,27.3198875386696,6.38847192834375,0.0830785140690476,0.398426025438407
0,31114.9450006169,27.3534696644645,4.36222112141518,0.0567282525250742,0.282580344684363
0,31116.4053748974,27.3772781730454,2.97864236167256,0.0387355824867877,0.199968985407974
0,31117.4043117603,27.394120357933,2.03389742789379,0.026449701582686,0.141220752291503
0,31118.0875819541,27.4060106791062,1.38880007899643,0.0180605703825981,0.0995467174511755
0,31118.5549166344,27.4143897005025,0.948310191540898,0.012332245092638,0.0700512284961949
0,31118.8745448826,27.4202883962703,0.647531803159297,0.00841682490281045,0.049218093037008
0,31119.0931393693,27.4244343165444,0.442152198555853,0.00574409408355428,0.0345300215110943
