"S","R","D","A","H","I"
2.91038304567337e-11,132545.8103733,0,78113.24090001,633.948726689975,0
3.23117426778526e-27,157179.321211919,5.34164329702048,53337.8299440312,640.864686145243,129.6425146081
3.58732406867153e-43,174169.429816076,21.5537460920982,36420.510407193,464.029502084454,217.476528554462
3.98272977783113e-59,185820.41664582,43.6011948089721,24868.9078598124,320.210412447807,239.863887110675
4.42171830020836e-75,193801.082926355,66.3039315479754,16981.1617471921,219.075098411139,225.376296493552
4.90909346529773e-91,199266.17670706,86.9462384572321,11595.1957323499,149.644625265624,195.03669686768
5.45018859521043e-107,203008.21201098,104.473202540957,7917.51271633331,102.188282146678,160.613787998815
6.05092486695206e-123,205570.23866626,118.729429527224,5406.29145555573,69.7777938779676,127.962654779006
6.71787610756709e-139,207324.233025137,129.989461672267,3691.56177572275,47.646272944692,99.5694645237298
7.45834073120021e-155,208524.956081885,138.695021857453,2520.69805263144,32.5341757573581,76.1166678687078
8.2804216052781e-171,209346.874201168,145.317284477482,1721.20068918417,22.2152154268681,57.3926097436604
9.19311471978334e-187,209909.456609433,150.291013231328,1175.28230299356,15.1691491326339,42.8009252099185
1.02064076299239e-202,210294.505993091,153.988425436874,802.514489106182,10.3579046238066,31.6331877425553
1.13313887494514e-218,210558.029998701,156.71390885724,547.978561052907,7.07265694424734,23.2048744447558
1.25803686906194e-234,210738.372524822,158.708789496572,374.174556908073,4.82940112373815,16.9147276499728
1.39670149785991e-250,210861.782724117,160.16017025037,255.496490169869,3.29764548117829,12.2629699812763
1.55065016145251e-266,210946.228824583,161.210687862512,174.459901893221,2.2517213709841,8.84886429041976
1.7215675123833e-282,211004.009746347,161.967656117796,119.125931430043,1.53753614858592,6.35912995636006
1.91132389069459e-298,211043.543341438,162.510962814707,81.3424023805817,1.0498711957306,4.55342217129544
2.12199579096527e-314,211070.590756708,162.899564424123,55.5427885903255,0.716880398967154,3.25000987891245
0,211089.094664704,163.176655672457,37.9261157047662,0.489505292185547,2.31305862687182
0,211101.753098722,163.373689326833,25.8969758083384,0.334247430147181,1.6419887129247
0,211110.412261705,163.513447549764,17.6831543002803,0.228233169985109,1.1629032755007
0,211116.335399249,163.612356772508,12.0745352013975,0.155843770761422,0.821865006710724
0,211120.386828301,163.682213451548,8.24481864796463,0.10641433445771,0.57972526459408
0,211123.157886859,163.731459184341,5.62978478293375,0.0726625807547545,0.408206592775015
0,211125.053129093,163.76611586809,3.8441690539763,0.0496159720290267,0.286970012508172
0,211126.349310545,163.790467230634,2.62490242261948,0.0338791253326642,0.201440676617884
