"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,3875.63499248846,146994.309822642,150869.944815131,0
2,18721.0777451818,61442.7466282223,80163.8243734041,0
3,7142.73695274757,30472.8669361573,37615.6038889048,0
4,3586.46418013358,16598.3453085409,20184.8094886745,0
5,2078.46188789694,9683.76112287514,11762.2230107721,0
6,1263.66876552039,5844.50376434835,7108.17252986874,0
7,777.714101282913,3577.20687058894,4354.92097187186,0
8,480.054686019258,2201.88411780218,2681.93880382143,0
9,296.637545675868,1358.98761411436,1655.62515979023,0
10,183.526255942636,841.563346898703,1025.08960284134,0
11,114.023958570496,522.616453600119,636.640412170615,0
12,70.9348238820264,324.425654726616,395.360478608642,0
13,44.0081011320049,201.252972668172,245.261073800177,0
14,27.3094962686144,124.790481438835,152.099977707449,0
15,16.9346030929983,77.4177831062742,94.3523861992726,0
16,10.5186074930524,48.0666233419844,58.5852308350368,0
17,6.53579414146737,29.8540050706663,36.3897992121337,0
18,4.06228038349929,18.5715163961018,22.633796779601,0
19,2.53181370422571,11.5713710903747,14.1031847946004,0
20,1.57904947040393,7.20298103232511,8.78203050272905,0
21,0.982178150793688,4.49085169472319,5.47302984551688,0
22,0.613952523744439,2.80412372821821,3.41807625196265,0
23,0.383491279566475,1.75055788515226,2.13404916471873,0
24,0.239428634769803,1.09300367836302,1.33243231313282,0
25,0.149571325161729,0.682965771139727,0.832537096301456,0
26,0.0935376195846418,0.427079462039441,0.520617081624083,0
27,0.0585276283697096,0.267158275191959,0.325685903561669,0
28,0.0366247065036576,0.167269237514999,0.203893944018656,0
