"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,163211.816348649,542448.356776438,705660.173125086,0
2,167188.345040727,139143.440751369,306331.785792096,0
3,81316.2343927232,61923.9121720901,143240.146564813,0
4,52585.4956908965,39649.0291701551,92234.5248610516,0
5,35644.4486535591,27056.2755905567,62700.7242441159,0
6,2407.87594365929,18619.0031941772,21026.8791378365,0
7,1642.62332005686,12823.6486090708,14466.2719291277,0
8,1121.81915402173,8830.96497903229,9952.78413305402,0
9,766.244993970425,6079.88042521477,6846.1254191852,0
10,523.38011411959,4184.75124280748,4708.13135692707,0
11,357.490410587777,2879.62204906387,3237.11245965165,0
12,244.17900684385,1981.05559980869,2225.23460665254,0
13,166.781914497622,1362.56478797716,1529.34670247478,0
14,113.916427457096,936.959434540273,1050.87586199737,0
15,77.8073465262356,644.156167318511,721.963513844747,0
16,53.143698541147,442.763439798336,495.907138339483,0
17,36.2977700258054,304.274687834174,340.572457859979,0
18,24.7916358525122,209.062683243782,233.854319096295,0
19,16.9327526963577,143.617322191628,160.550074887985,0
20,11.5650405016711,98.6414828616618,110.206523363333,0
21,7.89885296126867,67.7388075319449,75.6376604932135,0
22,5.39483598450828,46.5096737577764,51.9045097422847,0
23,3.68459595612951,31.9285591672098,35.6131551233393,0
24,2.51651178504852,21.9153298817238,24.4318416667723,0
25,1.71872185427285,15.0401320403751,16.758853894648,0
26,1.17384248203099,10.3203022317476,11.4941447137786,0
27,0.80169965660515,7.08063824820732,7.88233790481247,0
28,0.547534236675618,4.85728548138567,5.40481971806129,51.276179919695
