"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,191432.030775828,848308.771594384,1039740.80237021,0
2,228306.649808732,241949.757922693,470256.407731425,0
3,98487.0261562852,105476.530442499,203963.556598784,0
4,61570.5100615195,66101.3633962897,127671.873457809,0
5,41479.9275412665,44542.0374617789,86021.9650030454,0
6,2853.97202492212,30350.3860371179,33204.35806204,0
7,1943.23678283829,20714.1270465949,22657.3638294332,0
8,1326.32662108867,14140.7848922744,15467.1115133631,0
9,905.581534968334,9653.77571244515,10559.3572474135,0
10,618.339218694679,6590.60007455612,7208.9392932508,0
11,422.210789474543,4499.40300879676,4921.6137982713,0
12,288.291891311893,3071.7558966728,3360.04778798469,0
13,196.850124762349,2097.10558213457,2293.95570689692,0
14,134.412317419188,1431.71189741808,1566.12421483727,0
15,91.7788349019915,977.445771165761,1069.22460606775,0
16,62.6680389712388,667.31574285883,729.983781830069,0
17,42.7907363951833,455.587385444051,498.378121839235,0
18,29.218203179,311.038102688493,340.256305867493,0
19,19.9506631403757,212.352336514408,232.302999654783,0
20,13.6226391073788,144.977966434164,158.600605541543,0
21,9.30176256471561,98.9802253251271,108.281987889843,0
22,6.3513980067655,67.5765961516482,73.9279941584137,0
23,4.33684085904474,46.1366006976376,50.4734415566824,0
24,2.96126804596241,31.4989622884738,34.4602303344362,0
25,2.02200409003401,21.5054354559786,23.5274395460126,0
26,1.38065894952279,14.6825518947043,16.0632108442271,0
27,0.942737681947551,10.024347807995,10.9670854899426,0
28,0.643717610432771,6.84403083069808,7.48774844113085,79.9487687436816
