"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,1072.39694729328,69982.7462294411,71055.1431767343,0
2,10415.8262153174,35895.2191613614,46311.0453766787,0
3,4378.1402903845,15202.1200543817,19580.2603447662,0
4,1872.34989245841,6644.05871063761,8516.40860309603,0
5,840.404995700664,3072.84064756321,3913.24564326387,0
6,402.369365300023,1519.14213394007,1921.51149924009,0
7,205.958046182214,801.852228481625,1007.81027466384,0
8,112.141243129402,446.613144998362,558.754388127764,0
9,63.8306474413907,258.195464079086,322.026111520476,0
10,37.417047370912,151.964155121304,189.381202492216,0
11,22.1034332243751,90.4747119766344,112.578145201009,0
12,13.2467944515641,54.284905284907,67.5316997364711,0
13,7.95476690146586,32.6838947510192,40.6386616524851,0
14,4.80016643119685,19.8037238594223,24.6038902906191,0
15,2.91834842353894,12.0566708398624,14.9750192634013,0
16,1.77822394149194,7.33692185748722,9.11514579897916,0
17,1.08090447473541,4.47849080654371,5.55939528127912,0
18,0.662075039437014,2.74824318447274,3.41031822390975,0
19,0.406935077457348,1.69400941199452,2.10094448945186,0
20,0.251404557075388,1.04620013992626,1.29760469700165,0
21,0.155218658946568,0.647114347397886,0.802333006344453,0
22,0.0961450728204839,0.400698373580103,0.496843446400587,0
23,0.0595160411398425,0.248376940152342,0.307892981292184,0
24,0.0369319776092427,0.154214972037,0.191146949646243,0
25,0.022940479989281,0.0958207825669631,0.118761262556244,0
26,0.0142561358764762,0.059516571668658,0.0737727075451343,0
27,0.00885137742819002,0.0370144728660237,0.0458658502942138,0
28,0.00551239192395732,0.0230575439749674,0.0285699358989247,0
