"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,2817.8859199365,79017.081839871,81834.9677598075,0
2,8792.62014018824,37338.9067057562,46131.5268459445,0
3,5639.51884680274,22655.6250969263,28295.1439437291,0
4,3261.16694746011,13116.7172844917,16377.8842319518,0
5,1891.11063955892,7730.08869818333,9621.19933774226,0
6,1130.44466159476,4637.7299349128,5768.17459650755,0
7,680.579022708593,2816.8212867799,3497.40030948849,0
8,416.597236596249,1734.12851393127,2150.72575052752,0
9,257.66845126217,1071.05761190219,1328.72606316436,0
10,158.872065547284,656.711485110113,815.583550657398,0
11,96.9625570359229,402.880730580303,499.843287616226,0
12,59.7443611063027,248.564989586444,308.309350692747,0
13,36.8918720621215,153.189363368427,190.081235430548,0
14,22.7032788465998,94.7475512118312,117.450830058431,0
15,14.0991447191224,58.7490515580849,72.8481962772072,0
16,8.72726684240932,36.2020095048403,44.9292763472497,0
17,5.35729524542851,22.2750132208518,27.6323084662803,0
18,3.30354421853812,13.8026839541499,17.106228172688,0
19,2.05570503772274,8.61116967693077,10.6668747146535,0
20,1.28490307971668,5.36106956670725,6.64597264642393,0
21,0.797219181376274,3.32586866664356,4.12308784801983,0
22,0.494281761858642,2.05050094475641,2.54478270661505,0
23,0.303362724496422,1.26614220656242,1.56950493105884,0
24,0.188321509001225,0.789153251501631,0.977474760502856,0
25,0.117755810837828,0.492595620264188,0.610351431102017,0
26,0.0733853934783697,0.306433535704595,0.379818929182964,0
27,0.0455853375272757,0.190708338220467,0.236293675747743,0
28,0.0284138232791376,0.118877942732769,0.147291766011906,38.3354440112262
