"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,1092100.76823261,12721151.8544188,13813252.6226514,0
2,3385402.05592747,6038184.96386387,9423587.01979134,0
3,3704028.17208916,6899816.52914311,10603844.7012323,0
4,2322877.57559863,5475055.82002873,7797933.39562737,0
5,1456857.95535492,4176501.88693971,5633359.84229463,0
6,913793.710678678,3100044.73441239,4013838.44509107,0
7,573218.81207853,2255356.84548494,2828575.65756347,0
8,359612.931187131,1615860.26342727,1975473.19461441,0
9,225628.559647078,1143768.41959623,1369396.97924331,0
10,141578.755254975,801720.434094049,943299.189349024,0
11,88848.2195843926,557444.999931138,646293.219515531,0
12,55763.1623468371,384982.656318589,440745.818665426,0
13,35002.2144751567,264350.981373682,299353.195848838,0
14,21973.264185261,180622.156767928,202595.420953189,0
15,13795.7736541741,122883.535214637,136679.308868811,0
16,8662.66461147566,83287.5379396613,91950.202551137,0
17,5440.16983141117,56262.8305063869,61703.000337798,0
18,3416.88626814149,37894.7406268091,41311.6268949506,0
19,2146.3834874806,25455.8756374575,27602.2591249381,0
20,1348.47995117755,17059.4473661567,18407.9273173342,0
21,847.31272602294,11408.0021819539,12255.3149079768,0
22,532.484208950987,7613.92423327686,8146.40844222785,0
23,334.684224121056,5072.67893089661,5407.36315501767,0
24,210.392870080709,3374.13434555914,3584.52721563985,0
25,132.280507255959,2241.00093437074,2373.2814416267,0
26,83.1824210630154,1486.3745077841,1569.55692884711,0
27,52.3166553144554,984.616724213333,1036.93337952779,0
28,32.9096267059848,651.47874210686,684.388368812845,2216.01619130459
