"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,5437.8227066594,191375.0134425,196812.83614916,0
2,23717.4228754227,84457.3607569521,108174.783632375,0
3,10730.8986667041,41284.3098516639,52015.208518368,0
4,5704.47946666403,22882.3141864393,28586.7936531034,0
5,3290.97300777321,13453.6620227759,16744.6350305491,0
6,1966.84370791432,8026.03809210961,9992.88180002393,0
7,1171.92312179885,4836.05454699563,6007.97766879448,0
8,712.959650002956,2948.6293353593,3661.58898536225,0
9,435.515250667736,1805.85910364941,2241.37435431715,0
10,267.255771963231,1107.38065918575,1374.63643114898,0
11,163.787025355785,680.634872423366,844.42189777915,0
12,100.897842318135,418.947038296742,519.844880614877,0
13,62.0634456325636,258.410723631289,320.474169263853,0
14,38.3635665330164,159.57397089162,197.937537424636,0
15,23.6740004599468,98.8774044092943,122.551404869241,0
16,14.71853236524,61.4392796312248,76.1578119964647,0
17,9.14034711608024,38.1371443860982,47.2774915021784,0
18,5.67146982752581,23.6884056057089,29.3598754332347,0
19,3.5255463941274,14.7202117623079,18.2457581564353,0
20,2.19008972855818,9.1493147622485,11.3394044908067,0
21,1.36193838414497,5.69837919636327,7.06031758050823,0
22,0.849342677693345,3.55567629973252,4.40501897742587,0
23,0.530195678499012,2.21861896944515,2.74881464794417,0
24,0.330668640069283,1.3823864115632,1.71305505163248,0
25,0.205854510049355,0.860201288992063,1.06605579904142,0
26,0.128034423178665,0.534792423675096,0.662826846853762,0
27,0.0795774443704977,0.333042372457556,0.412619816828053,0
28,0.0496369826721475,0.207745619574899,0.257382602247046,56.7295742327091
