"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,970.62019213911,56811.3363439553,57781.9565360944,0
2,8241.12301158255,27086.4005148694,35327.523526452,0
3,3099.20259829275,10556.0924907272,13655.2950890199,0
4,1268.39911291051,4550.47293371207,5818.87204662259,0
5,583.025195754702,2205.55912345657,2788.58431921127,0
6,299.535987334819,1177.74376751467,1477.27975484949,0
7,166.222803472388,668.845641406873,835.068444879262,0
8,96.4447497060989,392.378345696331,488.82309540243,0
9,57.1424123917783,234.226776547853,291.369188939631,0
10,34.3327497831082,141.296772313523,175.629522096631,0
11,20.7840041647031,85.9296349828097,106.713639147513,0
12,12.6855375182875,52.3714610429278,65.0569985612153,0
13,7.72155776215897,31.9836802803488,39.7052380425078,0
14,4.72811905956583,19.5990559737252,24.327175033291,0
15,2.89917593978782,12.0526616753117,14.9518376150996,0
16,1.78698292655476,7.42657869245233,9.21356161900708,0
17,1.10068169271926,4.57757844659251,5.67826013931177,0
18,0.678857227632972,2.83005160089566,3.50890882852863,0
19,0.420530301929602,1.75450259689455,2.17503289882415,0
20,0.260883566395407,1.08985889270182,1.35074245909723,0
21,0.162222031175225,0.6776331902706,0.839855221445825,0
22,0.100846701200933,0.421091004903242,0.521937706104175,0
23,0.0626395820187549,0.261394274952403,0.324033856971158,0
24,0.0388630727334219,0.162335759359852,0.201198832093274,0
25,0.0241548112493493,0.10095284575126,0.125107657000609,0
26,0.015028623347318,0.0628853747128237,0.0779139980601417,0
27,0.00937017944749799,0.0391836530150125,0.0485538324625105,0
28,0.00583602360872116,0.0244546574023889,0.03029068101111,19.4731554880661
