"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,1394313.09232047,1624723.66990225,3019036.76222271,0
2,972091.205892555,126542.055648982,1098633.26154154,0
3,665059.38006036,103458.708167105,768518.088227465,0
4,454333.046812368,81308.1565477857,535641.203360154,0
5,310288.06390073,62535.9975233414,372824.061424072,0
6,20717.532997876,47366.5292875733,68084.0622854493,0
7,14163.1070458234,35451.4413029107,49614.5483487341,0
8,9681.83995036688,26278.9868606652,35960.8268110321,0
9,6618.25511583808,19325.0272719256,25943.2823877637,0
10,4523.94185070241,14116.2385103272,18640.1803610296,0
11,3092.28127783456,10252.6123735041,13344.8936513386,0
12,2113.63396969564,7409.82863215643,9523.46260185207,0
13,1444.67340714452,5332.3158317517,6776.98923889622,0
14,987.413288854,3822.82089334089,4810.23418219489,0
15,674.866577096688,2731.49431782205,3406.36089491874,0
16,461.239826820618,1945.90932306161,2407.14914988222,0
17,315.228783433533,1382.56154225651,1697.79032569004,0
18,215.43455652361,979.941505351841,1195.37606187545,0
19,147.229740750538,693.055562289472,840.28530304001,0
20,100.615906389002,489.185484771554,589.801391160556,0
21,68.7588947486253,344.66028334123,413.419178089855,0
22,46.9875176065319,242.430122765369,289.417640371901,0
23,32.1090684002047,170.261877967362,202.370946367566,0
24,21.9414190106518,119.40845543042,141.349874441072,0
25,14.9931789948723,83.6344728487152,98.6276518435875,0
26,10.2450704852106,58.5071732165247,68.7522437017353,0
27,7.00049229045408,40.883048962555,47.8835412530091,0
28,4.78337918794359,28.5378350869515,33.3212142748951,29.1026637539805
