"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,1537182.25000131,1869844.77360142,3407027.02360273,0
2,1083548.61238491,162861.140552949,1246409.75293786,0
3,732787.962724331,119611.523821444,852399.486545775,0
4,499833.401108709,91517.7652548236,591351.166363533,0
5,341287.836292394,69400.8045979178,410688.640890312,0
6,22393.4382962279,52023.5315372599,74416.9698334878,0
7,15306.7013994354,38614.9681380951,53921.6695375305,0
8,10462.5897070179,28428.5934508216,38891.1831578395,0
9,7151.32745925145,20785.8566442405,27937.1841034919,0
10,4887.9127569745,15109.0841392551,19996.9968962296,0
11,3340.79411118212,10927.4563090838,14268.2504202659,0
12,2283.31442089917,7868.56532254986,10151.879743449,0
13,1560.5285950178,5644.17712960281,7204.70572462061,0
14,1066.51753697688,4034.85063378389,5101.36817076078,0
15,728.877892478674,2875.66229471886,3604.54018719754,0
16,498.118077464685,2043.94338122973,2542.06145869442,0
17,340.408826294258,1449.23005194925,1789.6388782435,0
18,232.627221483964,1025.28338717689,1257.91060866086,0
19,158.96872453993,723.895451080299,882.864175620229,0
20,108.631180150109,510.163286666338,618.794466816447,0
21,74.2316592312874,358.930827010371,433.162486241658,0
22,50.7242817427829,252.138661621549,302.862943364332,0
23,34.6605070461153,176.867283703296,211.527790749412,0
24,23.6835270159407,123.902908585576,147.586435601517,0
25,16.1826819226909,86.6928103881766,102.875492310868,0
26,11.0572582345287,60.5884250866011,71.6456833211298,0
27,7.55505137297178,42.2994753528279,49.8545267257997,0
28,5.16203067636741,29.5018705300372,34.6639012064046,67.5780437415913
