"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,9989702.24689074,11277668.0620817,21267370.3089724,0
2,6909517.85110795,770517.219216386,7680035.07032434,0
3,4759224.9314201,685232.960524193,5444457.89194429,0
4,3255538.23278491,550117.637185709,3805655.86997062,0
5,2223902.31844038,427156.285577171,2651058.60401755,0
6,148534.309431539,325438.142924989,473972.452356528,0
7,101496.151274065,244642.645098388,346138.796372453,0
8,69360.4406163929,181977.700814268,251338.141430661,0
9,47397.8816272682,134198.932426079,181596.814053347,0
10,32390.0816174286,98248.1591078872,130638.240725316,0
11,22132.8821029142,71490.5110762209,93623.3931791351,0
12,15124.5214834718,51746.7072288851,66871.2287123569,0
13,10334.7731705874,37286.2791496142,47621.0523202015,0
14,7062.18646099365,26759.5739844522,33821.7604454459,0
15,4825.63568468914,19138.4480377774,23964.0837224665,0
16,3297.68988460888,13645.4964090009,16943.1862936098,0
17,2253.46450573912,9701.85164076058,11955.3161464997,0
18,1539.8373917218,6880.71698227095,8420.55437399275,0
19,1052.20690797843,4868.86012116373,5921.06702914215,0
20,718.97508478644,3438.17084032189,4157.14592510833,0
21,491.274471457788,2423.39273710494,2914.66720856273,0
22,335.696885903887,1705.23989254761,2040.93677845149,0
23,229.388815720808,1198.02165409863,1427.41046981944,0
24,156.741332712521,840.439788147,997.181120859521,0
25,107.095726499033,588.786063563279,695.881790062312,0
26,73.1717072728467,411.964657908546,485.136365181392,0
27,49.9918429650335,287.916612468913,337.908455433946,0
28,34.1564658551616,201.007346681873,235.163812537034,173.267468664461
