"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,400553.628776861,1254460.63242424,1655014.2612011,0
2,399014.436416245,335905.120115302,734919.556531547,0
3,204456.158750838,156866.098160098,361322.256910936,0
4,130559.575879377,98403.7997613484,228963.375640725,0
5,87960.4057108196,66657.0064894475,154617.412200267,0
6,6034.00678576667,45844.474311061,51878.4810968277,0
7,4098.77212434377,31608.8216870667,35707.5938114104,0
8,2794.98611858668,21795.2100481422,24590.1961667289,0
9,1907.23370986671,15023.5958515886,16930.8295614553,0
10,1301.74234924088,10352.0145772782,11653.756926519,0
11,888.545689644136,7130.66059302155,8019.20628266569,0
12,606.589085762914,4909.85016971784,5516.43925548076,0
13,414.049652970657,3379.5860595134,3793.63571248406,0
14,282.659108682432,2325.53785847543,2608.19696715787,0
15,192.963914768711,1599.79767169793,1792.76158646664,0
16,131.746642565958,1100.23238317548,1231.97902574144,0
17,89.9471847163901,756.457927986221,846.405112702611,0
18,61.4105560045328,519.979965667836,581.390521672369,0
19,41.93194084956,357.350602740255,399.282543589815,0
20,28.6327539144962,245.535791195156,274.168545109652,0
21,19.5527224235855,168.673319403685,188.22604182727,0
22,13.3520237463753,115.847468009839,129.199491756214,0
23,9.11743404320506,79.5489110899991,88.6663451332042,0
24,6.22556374910071,54.6135832449932,60.839146994094,0
25,4.25109390810066,37.4880525569166,41.7391464650172,0
26,2.90291483980062,25.7287737932579,28.6316886330585,0
27,1.98240667475172,17.6552873758037,19.6376940505554,0
28,1.35375211519725,12.1136210692143,13.4673731844115,68.590322076093
