"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,1496654.61570007,2123867.10011925,3620521.71581932,0
2,1101073.66568872,272941.503798352,1374015.16948707,0
3,718385.492852036,165930.78391157,884316.276763606,0
4,486936.773924485,119423.832434334,606360.60635882,0
5,332130.238722347,87773.7591155686,419903.997837916,0
6,22062.8642945585,64319.2719660914,86382.1362606499,0
7,15075.8127965402,46867.3267140929,61943.1395106331,0
8,10303.9134101078,33970.4197296728,44274.3331397806,0
9,7042.56727206782,24508.1748858972,31550.742157965,0
10,4813.40292425552,17609.61888575,22423.0218100055,0
11,3289.75601460893,12607.4475796379,15897.2035942469,0
12,2248.35713335175,8997.41364155416,11245.7707749059,0
13,1536.58726936832,6402.78770504964,7939.37497441796,0
14,1050.12193279083,4544.71812660835,5594.84005939918,0
15,717.650564091864,3218.39163272922,3936.04219682109,0
16,490.430383507877,2274.35329237889,2764.78367588677,0
17,335.145173239092,1604.14999361617,1939.29516685526,0
18,229.02350386018,1129.45998083077,1358.48348469095,0
19,156.501621029831,793.958655100141,950.460276129972,0
20,106.942303723294,557.290003870651,664.232307593945,0
21,73.0755922364238,390.633951299305,463.709543535729,0
22,49.9329775376018,273.468861860985,323.401839398587,0
23,34.118905392973,191.220396422602,225.339301815575,0
24,23.3128521006823,133.562435080444,156.875287181126,0
25,15.929003358444,93.1944730304311,109.123476388875,0
26,10.8836571901909,64.9651790228681,75.848836213059,0
27,7.4362560084876,45.2461974440436,52.6824534525312,0
28,5.08074278743346,31.4860721547952,36.5668149422286,82.8392970654897
