"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,1115063.52301867,12853098.4407571,13968161.9637757,0
2,3421269.50320089,6103240.34827039,9524509.85147128,0
3,3733641.11562711,6961014.34871055,10694655.4643377,0
4,2341449.18918844,5522733.58997733,7864182.77916577,0
5,1468506.10793086,4212420.09331335,5680926.20124422,0
6,921100.137600775,3126465.20334887,4047565.34094964,0
7,577802.287250657,2274447.12379113,2852249.41104179,0
8,362488.527103715,1629464.39000061,1991952.91710432,0
9,227432.845291436,1153356.50516293,1380789.35045436,0
10,142710.969317224,808417.417055483,951128.386372707,0
11,89558.7767069178,562087.73866914,651646.515376058,0
12,56209.1451048925,388181.003659903,444390.148764795,0
13,35282.1688181302,266542.436872087,301824.605690217,0
14,22149.0192698495,182116.7210688,204265.740338649,0
15,13906.1260196448,123898.686457714,137804.812477359,0
16,8731.96090381105,83974.597715367,92706.5586191781,0
17,5483.6903965029,56726.3667597803,62210.0571562832,0
18,3444.22238563197,38206.5922106472,41650.8145962791,0
19,2163.55618624303,25665.1492276677,27828.7054139108,0
20,1359.26945186027,17199.5647660701,18558.8342179304,0
21,854.092682555155,11501.623542006,12355.7162245611,0
22,536.74526218417,7676.36163319715,8213.10689538132,0
23,337.36261060913,5114.24827446348,5451.61088507261,0
24,212.076697356521,3401.76701959707,3613.8437169536,0
25,133.339252918717,2259.34306004317,2392.68231296189,0
26,83.8482418989728,1498.53364687585,1582.38188877482,0
27,52.7354456013955,992.667291585332,1045.40273718673,0
28,33.1730845724796,656.803013151002,689.976097723482,2363.01987096902
