"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,1303826.61707658,14921805.6984301,16225632.3155067,0
2,3972524.81291539,7087495.12994183,11060019.9428572,0
3,4327537.22250531,8073108.37918137,12400645.6016867,0
4,2713895.16421044,6404340.93308441,9118236.09729485,0
5,1702096.49395383,4884497.67461942,6586594.16857324,0
6,1067616.70472756,3625090.16344458,4692706.86817214,0
7,669711.669173164,2637082.77772047,3306794.44689363,0
8,420148.651829659,1889206.05175853,2309354.70358819,0
9,263610.069532173,1337171.9328757,1600782.00240788,0
10,165411.718021242,937239.39759653,1102651.11561777,0
11,103804.738301079,651645.880135508,755450.618436588,0
12,65150.2545572223,450023.948304807,515174.20286203,0
13,40894.4645059051,309002.797253408,349897.261759313,0
14,25672.2463501364,211125.789293841,236798.035643977,0
15,16118.1670812415,143632.978290333,159751.145371574,0
16,10120.9528301623,97349.0855625929,107470.038392755,0
17,6355.98223141249,65760.6041462228,72116.5863776353,0
18,3992.09681799718,44291.0879545224,48283.1847725196,0
19,2507.71510000584,29752.2178729957,32259.9329730015,0
20,1575.4902292661,19938.421012304,21513.9112415701,0
21,989.954656656687,13333.0779891347,14323.0326457914,0
22,622.126455409087,8898.66480186954,9520.79125727862,0
23,391.027724929518,5928.56440373794,6319.59212866746,0
24,245.812356597656,3943.39931550279,4189.21167210045,0
25,154.549974188188,2619.06906916162,2773.6190433498,0
26,97.1862992528756,1737.12057701448,1834.30687626736,0
27,61.124296411947,1150.71022488557,1211.83452129752,0
28,38.4500830537761,761.370911195239,799.820994249015,2596.17725825961
