"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv","rrr_pxlvd","rrr_rmsvr","cost_A_pxlvd_drugs","prob_AH_pxlvd","prob_AH_syntc",".strategy_names",".index",".cost",".effect"
29397.6064460147,198004.016977385,227401.6234234,57.1603892799851,992,0.81052365716762,0.976832470671212,100.966203755201,0.007,0.055,"strategy",1,227401.6234234,57.1603892799851
29009.0738519055,194688.275268632,223697.349120537,55.8166288385676,992,0.963286772588079,0.62563838635586,107.942434262897,0.005,0.051,"strategy",2,223697.349120537,55.8166288385676
29778.321122194,201251.170902726,231029.49202492,58.4734006127755,992,0.957827865537363,0.904650722200108,96.2096079991547,0.01,0.059,"strategy",3,231029.49202492,58.4734006127755
29965.8220926595,202849.700601605,232815.522694264,59.1186958654849,992,0.765844060355793,0.913959392900133,104.340194293543,0.003,0.061,"strategy",4,232815.522694264,59.1186958654849
30607.5716072458,208317.44914939,238925.020756636,61.320461482238,992,0.931242485555634,0.673687503512778,120.892292323826,0.002,0.068,"strategy",5,238925.020756636,61.320461482238
30517.2464712752,207548.198033455,238065.44450473,61.0112116618401,992,0.933959380357566,0.817745813803292,104.555931544145,0.005,0.067,"strategy",6,238065.44450473,61.0112116618401
29493.5085024148,198822.150298706,228315.658801121,57.4914842199221,992,0.860607400628613,0.666162775394669,86.6834136079243,0.006,0.056,"strategy",7,228315.658801121,57.4914842199221
29683.8620932261,200445.693787859,230129.555881085,58.1479739533052,992,0.865871844862326,0.635850782528098,86.8044319027476,0.007,0.058,"strategy",8,230129.555881085,58.1479739533052
31140.3549162906,212852.694509069,243993.04942536,63.1402357665469,992,0.827659150276585,1.44136066358337,106.062297738664,0.005,0.074,"strategy",9,243993.04942536,63.1402357665469
30058.8712980302,203642.818040781,233701.689338811,59.4385952812874,992,0.782923810672554,1.09375767569373,103.977106154271,0.01,0.062,"strategy",10,233701.689338811,59.4385952812874
30243.5850288837,205216.917699854,235460.502728738,60.0729734843374,992,0.898089162235608,1.10122840260966,98.9029628712648,0.009,0.064,"strategy",11,235460.502728738,60.0729734843374
29106.9534312911,195523.761456233,224630.714887524,56.1555091912333,992,0.896964503480248,1.26452133739485,124.738285048269,0.006,0.052,"strategy",12,224630.714887524,56.1555091912333
31742.7515009398,217975.965097469,249718.716598409,65.1887598838104,992,0.940847234225778,0.841474100331558,120.217892520925,0.008,0.081,"strategy",13,249718.716598409,65.1887598838104
30243.5850288837,205216.917699854,235460.502728738,60.0729734843374,992,0.991183594275437,0.893295597015021,110.651003353571,0.013,0.064,"strategy",14,235460.502728738,60.0729734843374
30697.4547035526,209082.829337327,239780.284040879,61.6279869731519,992,0.897354091917202,1.04160145714497,112.723968580007,0.01,0.069,"strategy",15,239780.284040879,61.6279869731519
29965.8220926595,202849.700601605,232815.522694264,59.1186958654849,992,0.880905428219336,0.73438688689951,125.492139674463,0.005,0.061,"strategy",16,232815.522694264,59.1186958654849
30243.5850288837,205216.917699854,235460.502728738,60.0729734843374,992,0.881779288288115,0.941285438112413,96.8608293915297,0.005,0.064,"strategy",17,235460.502728738,60.0729734843374
30697.4547035526,209082.829337327,239780.284040879,61.6279869731519,992,0.878277893641292,0.680511586582177,103.609543821958,0.006,0.069,"strategy",18,239780.284040879,61.6279869731519
30335.2565963721,205997.962764042,236333.219360414,60.3874820926081,992,0.813083554870534,0.74299416025209,110.358953234362,0.005,0.065,"strategy",19,236333.219360414,60.3874820926081
29778.321122194,201251.170902726,231029.49202492,58.4734006127755,992,0.888084809198313,0.803773405219242,127.09124390638,0.007,0.059,"strategy",20,231029.49202492,58.4734006127755
29683.8620932261,200445.693787859,230129.555881085,58.1479739533052,992,0.973207769356016,0.601722067665413,86.4935318106733,0.005,0.058,"strategy",21,230129.555881085,58.1479739533052
31052.6327582076,212106.229821422,243158.86257963,62.8411242591508,992,0.867646427300386,0.676202581456697,110.928905157463,0.007,0.073,"strategy",22,243158.86257963,62.8411242591508
31400.9985025041,215070.015853558,246471.014356062,64.0277690675373,992,0.913484054610403,0.826975420435926,119.402938975615,0.006,0.077,"strategy",23,246471.014356062,64.0277690675373
30151.4577637265,204431.879878049,234583.337641776,59.7566828234781,992,0.932410687995202,0.902452098794583,113.83206455418,0.004,0.063,"strategy",24,234583.337641776,59.7566828234781
30786.8990885607,209844.368274721,240631.267363282,61.9338021779712,992,0.793161940126743,0.700305073841248,115.875361646624,0.008,0.07,"strategy",25,240631.267363282,61.9338021779712
30151.4577637265,204431.879878049,234583.337641776,59.7566828234781,992,0.943220110757363,0.969746426747658,101.436575537752,0.005,0.063,"strategy",26,234583.337641776,59.7566828234781
29778.321122194,201251.170902726,231029.49202492,58.4734006127755,992,0.843103170791033,0.802897127735521,100.503072347801,0.014,0.059,"strategy",27,231029.49202492,58.4734006127755
30426.4759332609,206775.046004122,237201.521937382,60.7002233156967,992,0.905190811951865,1.06036913796589,122.521296182805,0.007,0.066,"strategy",28,237201.521937382,60.7002233156967
30786.8990885607,209844.368274721,240631.267363282,61.9338021779712,992,0.905918817000046,0.812903327579029,97.7002181083568,0.006,0.07,"strategy",29,240631.267363282,61.9338021779712
30964.4848706413,211356.039591579,242320.524462221,62.5403571506906,992,0.862061123893068,0.998937625574548,101.02033309589,0.005,0.072,"strategy",30,242320.524462221,62.5403571506906
30786.8990885607,209844.368274721,240631.267363282,61.9338021779712,992,0.993676840305266,0.809457949517186,96.2980854721425,0.004,0.07,"strategy",31,240631.267363282,61.9338021779712
30875.9080570506,210602.095335026,241478.003392077,62.2379209892463,992,1.03096835236938,0.841726491149693,99.4679668519562,0.007,0.071,"strategy",32,241478.003392077,62.2379209892463
31227.6545095027,213595.461850216,244823.116359719,63.4377049817812,992,0.916416878041499,0.571875800719972,117.184159194412,0.006,0.075,"strategy",33,244823.116359719,63.4377049817812
31140.3549162906,212852.694509069,243993.04942536,63.1402357665469,992,0.842827393473361,1.17998896269348,103.446834010854,0.006,0.074,"strategy",34,243993.04942536,63.1402357665469
30964.4848706413,211356.039591579,242320.524462221,62.5403571506906,992,0.882506585249056,1.1914091164227,101.85251524529,0.01,0.072,"strategy",35,242320.524462221,62.5403571506906
29778.321122194,201251.170902726,231029.49202492,58.4734006127755,992,0.983537296206814,0.663552280584268,112.112100832356,0.005,0.059,"strategy",36,231029.49202492,58.4734006127755
