"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv","rrr_pxlvd","rrr_rmsvr","cost_A_pxlvd_drugs","prob_AH_pxlvd","prob_AH_syntc",".strategy_names",".index",".cost",".effect"
38735.867385931,268949.878205324,307685.745591255,51.0522416371933,555,0.947540179162,0.485562400837625,106.491749268174,0.006,0.049,"strategy",1,307685.745591255,51.0522416371933
39909.8340518237,278622.669289902,318532.503341726,53.2801435649981,555,0.9533572725631,0.956000299447739,120.420152865942,0.006,0.078,"strategy",2,318532.503341726,53.2801435649981
39201.2793287728,272788.924968069,311990.204296842,51.9438658787933,555,0.823720803613865,1.09726731200056,94.7888282980027,0.008,0.06,"strategy",3,311990.204296842,51.9438658787933
39947.407233241,278931.653296406,318879.060529647,53.3502920324637,555,0.897227770160033,0.600844624476455,111.033134945219,0.006,0.079,"strategy",4,318879.060529647,53.3502920324637
39563.3798631164,275771.852269495,315335.232132611,52.6299448787568,555,0.838223907739574,0.749678386696411,108.016070947747,0.004,0.069,"strategy",5,315335.232132611,52.6299448787568
39201.2793287728,272788.924968069,311990.204296842,51.9438658787933,555,0.871627630807738,0.880831573561704,110.531993810397,0.006,0.06,"strategy",6,311990.204296842,51.9438658787933
39834.1440195583,278000.11818583,317834.262205388,53.1386142634912,555,0.765431251296529,0.607345127840278,95.8109786114871,0.008,0.076,"strategy",7,317834.262205388,53.1386142634912
39404.4403949372,274462.957512292,313867.397907229,52.3296199489748,555,0.773047909915809,1.15651621544088,106.491142289441,0.008,0.065,"strategy",8,313867.397907229,52.3296199489748
39641.6853908365,276416.468630988,316058.154021824,52.7774356063755,555,0.974175539129964,0.883460729937076,105.745145848348,0.008,0.071,"strategy",9,316058.154021824,52.7774356063755
39602.6284525889,276094.96938574,315697.597838329,52.7039096592604,555,0.92983949450759,1.16005402433566,91.4535971896385,0.01,0.07,"strategy",10,315697.597838329,52.7039096592604
39719.2299210047,277054.662030439,316773.891951443,52.9231861468577,555,0.884397661310435,0.547603172538743,92.6880178838369,0.006,0.073,"strategy",11,316773.891951443,52.9231861468577
39602.6284525889,276094.96938574,315697.597838329,52.7039096592604,555,0.976802041059941,0.744752290456906,108.343990565421,0.006,0.07,"strategy",12,315697.597838329,52.7039096592604
39523.9382031731,275447.104997562,314971.043200735,52.5555374242839,555,0.869433735343251,0.978424536041526,113.841292274339,0.008,0.068,"strategy",13,314971.043200735,52.5555374242839
39641.6853908365,276416.468630988,316058.154021824,52.7774356063755,555,0.937916584611943,0.845573675676337,115.068721252903,0.006,0.071,"strategy",14,316058.154021824,52.7774356063755
39523.9382031731,275447.104997562,314971.043200735,52.5555374242839,555,0.861805653084955,0.853979626837075,100.641743710196,0.011,0.068,"strategy",15,314971.043200735,52.5555374242839
39444.4699240277,274792.670220005,314237.140144032,52.4053789109693,555,0.817008324499409,0.69316005375884,108.810351042924,0.009,0.066,"strategy",16,314237.140144032,52.4053789109693
39444.4699240277,274792.670220005,314237.140144032,52.4053789109693,555,0.810208089103174,1.06945667453446,87.834815553247,0.01,0.066,"strategy",17,314237.140144032,52.4053789109693
39680.5520831436,276736.362166253,316416.914249397,52.8505265173828,555,0.910672354316573,0.633280918918033,119.224983295813,0.008,0.072,"strategy",18,316416.914249397,52.8505265173828
39444.4699240277,274792.670220005,314237.140144032,52.4053789109693,555,0.79194514037432,0.908631834771005,93.5896757240512,0.005,0.066,"strategy",19,314237.140144032,52.4053789109693
39118.5801528538,272107.179419137,311225.759571991,51.7862386832802,555,0.898289958694984,1.78635732117769,105.058659303217,0.005,0.058,"strategy",20,311225.759571991,51.7862386832802
39201.2793287728,272788.924968069,311990.204296842,51.9438658787933,555,0.909056640023062,0.566591127130287,111.083243617132,0.006,0.06,"strategy",21,311990.204296842,51.9438658787933
39872.080084674,278312.161365583,318184.241450257,53.2095854787792,555,0.934874353409489,1.05249027122886,97.1386730347494,0.005,0.077,"strategy",22,318184.241450257,53.2095854787792
39641.6853908365,276416.468630988,316058.154021824,52.7774356063755,555,0.986157053954961,0.780634724149629,110.724455024988,0.005,0.071,"strategy",23,316058.154021824,52.7774356063755
39242.3183797043,273127.171108039,312369.489487743,52.0219583860937,555,0.941611523999226,0.985490486611913,133.401494865705,0.006,0.061,"strategy",24,312369.489487743,52.0219583860937
39444.4699240277,274792.670220005,314237.140144032,52.4053789109693,555,0.846613351330026,1.40098066248533,110.075526567416,0.008,0.066,"strategy",25,314237.140144032,52.4053789109693
39201.2793287728,272788.924968069,311990.204296842,51.9438658787933,555,0.857873625737212,0.569344872454725,121.683342520034,0.004,0.06,"strategy",26,311990.204296842,51.9438658787933
38560.0046422446,267497.755903158,306057.760545402,50.7124553875506,555,0.930766936912058,0.966807800840182,90.5547390023022,0.015,0.045,"strategy",27,306057.760545402,50.7124553875506
39757.7202822944,277371.380141862,317129.100424157,52.9954182072557,555,0.823748191852058,0.681498849203447,115.700446189096,0.004,0.074,"strategy",28,317129.100424157,52.9954182072557
39796.0245314343,277686.528299772,317482.552831206,53.0672263694886,555,0.932755759711305,0.730901279377638,113.446934271372,0.009,0.075,"strategy",29,317482.552831206,53.0672263694886
39076.9168739677,271763.652642719,310840.569516686,51.7066953274989,555,0.953988987442813,0.693316648160245,98.4591298774802,0.011,0.057,"strategy",30,310840.569516686,51.7066953274989
39076.9168739677,271763.652642719,310840.569516686,51.7066953274989,555,0.960879685487832,0.704559442099734,103.293385143859,0.008,0.057,"strategy",31,310840.569516686,51.7066953274989
39076.9168739677,271763.652642719,310840.569516686,51.7066953274989,555,0.911166840648747,1.05242395468397,90.2653730130577,0.004,0.057,"strategy",32,310840.569516686,51.7066953274989
38692.2431320349,268589.742721567,307281.985853602,50.9681017946277,555,0.755929341418917,0.621377651649093,110.58824077571,0.007,0.048,"strategy",33,307281.985853602,50.9681017946277
39118.5801528538,272107.179419137,311225.759571991,51.7862386832802,555,0.934689968372442,0.665093216477711,104.016288949058,0.008,0.058,"strategy",34,311225.759571991,51.7862386832802
39364.2119752358,274131.56424143,313495.776216666,52.2534025054463,555,0.987749670703987,0.728101360438631,111.195802890258,0.012,0.064,"strategy",35,313495.776216666,52.2534025054463
