"S","R","D","A","H","I"
0,151.00000095,0,54.00000075,89.9999983,0
0,165.400000855,2.77195995745656,45.117000626625,77.2110386459184,4.499999915
0,178.082804773754,6.74523757991337,37.6952540235452,64.5661517669912,7.91055185579592
0,189.100000538388,11.259264846883,31.494384736672,52.7985456194915,10.3478042585659
0,198.564073999861,16.0134892816621,26.3135584474895,42.155927157304,11.9529511136839
0,206.606317671708,20.757681918527,21.9849780828774,32.7855699667066,12.8654523601807
0,213.369917712685,25.1351634388771,18.3684491882441,24.9082840376961,13.218185622498
0,219.019409597529,28.9719333155267,15.346839296778,18.5200365280339,13.141781262133
0,223.720275306223,32.1641991412935,12.822284232458,13.5396363577041,12.7536049623214
0,227.631827861471,34.8286129380881,10.7130184762186,9.67131444024744,12.1552262839744
0,230.885783781515,36.9037760438556,8.95072693688068,6.83644386015893,11.4232693775894
0,233.606827798978,38.5171191642565,7.47833235576381,4.77495604816302,10.6227646328384
0,235.894433102655,39.7376279970617,6.24814668324066,3.32055624508012,9.79923597196269
0,237.831226992683,40.6388741291608,5.22032655384757,2.324232137288,8.98534018702042
0,239.484216880499,41.307037893627,4.36158283573964,1.64414461495184,8.20301777518278
0,240.905091403086,41.8114642365347,3.64410245926047,1.17441867270658,7.46492322841209
0,242.133435839124,42.1884340802684,3.04442523551232,0.857008527934074,6.77669631716109
0,243.201248847185,42.4741121981781,2.54343150837345,0.639743859714929,6.14146358654864
0,244.133712742649,42.692931018618,2.12488182082035,0.489544759367655,5.55892965854542
0,244.951048366522,42.8652620253876,1.77520909746859,0.381305795106442,5.02717471551541
0,245.669417327331,43.0022855955231,1.48307887472001,0.302002435278536,4.54321576714739
0,246.302247035046,43.1133115635102,1.23902189988618,0.241702423952417,4.10371707760563
0,246.86069117519,43.2036933677203,1.0351271901755,0.195308191520673,3.70518007539358
0,247.354252720899,43.2778290091517,0.864785602206909,0.158931286569881,3.34420138117262
0,247.791044547894,43.3390006089624,0.722475599986485,0.129955504509993,3.01752373864719
0,248.178040032208,43.3898344283139,0.603584277124615,0.10645625666827,2.72208500568501
0,248.521252586156,43.4318692096908,0.504257831820007,0.0875871605428079,2.45503321179038
0,248.825940406571,43.4667486209163,0.421276647833087,0.0722748862551577,2.21375943842406
