"S","R","D","A","H","I"
1.4210854715202e-14,56.222323,0,42.35653,1.421147,0
1.57772181044202e-30,60.6000907,0.0223806933845149,33.885224,5.35018990661549,0.1421147
1.75162308040602e-46,64.5378435606616,0.187626424057097,27.1081792,7.50342859461981,0.662922220661549
1.94469227433161e-62,68.0652965621897,0.494792661866001,21.68654336,8.40639455788694,1.34697285805737
2.15904213877361e-78,71.2092876397841,0.927772755390085,17.349234688,8.46078988878547,2.05291502804033
2.39701829360241e-94,73.9955816002667,1.46675592887149,13.8793877504,7.96457220634698,2.69370251411485
2.66122490000509e-110,76.4493478473529,2.07536330215177,11.10351020032,7.1509891668373,3.22078948333806
2.95455315769144e-126,78.5968767324024,2.71239963469652,8.88280816025601,6.19410602095709,3.61380945168798
3.28021294314799e-142,80.4659490956925,3.33895594698244,7.10624652820481,5.21700932050536,3.87183910861489
3.64176793515635e-158,82.085458591425,3.90946172187977,5.68499722256385,4.31372633432743,4.00635612980394
4.04317461195219e-174,83.4859665600945,4.41415888707722,4.54799777805108,3.51478362452088,4.03709315025629
4.48882554676921e-190,84.6959540153774,4.86367764484852,3.63839822244086,2.81710791965051,3.98486219768275
4.98359747554878e-206,85.7399908493548,5.25304065404564,2.91071857795269,2.22816314876738,3.86808676987952
5.53290466281807e-222,86.6406876990147,5.58635081119637,2.32857486236215,1.74029221965844,3.70409440776831
6.1427581497165e-238,87.4179838479936,5.86361143295389,1.86285988988972,1.34783064020545,3.50771418895732
6.81983153251909e-254,88.0898243198989,6.09143663897761,1.49028791191178,1.03672529512961,3.29172583408214
7.57153399146736e-270,88.6716982240113,6.27672004404536,1.19223032952942,0.793125622227118,3.06622578018688
8.40609136905907e-286,89.1768563972056,6.42400317791313,0.953784263623538,0.606440396866864,2.83891576439091
9.33263618503219e-302,89.6167704396937,6.54051623566287,0.76302741089883,0.4640176861061,2.6156682276385
1.03613075730726e-317,90.0010417721581,6.63412654243887,0.610421928719064,0.353906583198768,2.40050317348526
0,90.3375249406984,6.70703159598531,0.488337542975251,0.271262405884478,2.19584351445661
0,90.63306928703,6.76435537641348,0.390670034380201,0.208519898576939,2.0033854035994
0,90.8933268206857,6.80963916088893,0.312536027504161,0.160599137824117,1.82389885309715
0,91.1230302225282,6.84536751743238,0.250028822003329,0.124004556466264,1.65756888156985
0,91.3261904485321,6.87347972412235,0.200023057602663,0.096094320683373,1.50421244905949
0,91.5062234312667,6.89562023062122,0.16001844608213,0.0747372558080919,1.36340063622188
0,91.6660390650779,6.91311625041708,0.128014756865704,0.058295629458833,1.2345342981805
0,91.8081235335284,6.92688628471428,0.102411805492563,0.0456679449564352,1.11691043130833
