"S","R","D","A","H","I"
0,59.324523,0,24.669604,16.005873,0
0,63.3920707,0.349685861644404,19.7356832,14.9219729383556,1.6005873
0,67.0178950438356,0.896260848429578,15.78854656,13.3645716838993,2.93272586383556
0,70.226479454609,1.56341515943992,12.630837248,11.6033576921091,3.97591044584193
0,73.0474899932041,2.3120247600465,10.1046697984,9.7971602778807,4.73865517046865
0,75.5115385178791,3.10511467170597,8.08373583872,8.0551052904851,5.24450568120986
0,77.6498731989206,3.881624468608,6.466988670976,6.47594801935804,5.52556564213738
0,79.4967234321677,4.60450160587236,5.1735909367808,5.10458014531968,5.62060387985945
0,81.0866009283637,5.2442545045937,4.13887274942464,3.96127031121248,5.56900150640547
0,82.453515385068,5.81362683143695,3.31109819953971,3.0135311970692,5.40822838688617
0,83.6268011634175,6.28750921572118,2.64887855963177,2.2680523933251,5.16875866790447
0,84.6353701255036,6.68139150319969,2.11910284770542,1.68544748314474,4.87868804044654
0,85.5036939626333,6.99964271653314,1.69528227816433,1.24201705795289,4.55936398471636
0,86.2533602947166,7.24945116148987,1.35622582253147,0.913333429222012,4.22762929204001
0,86.903079149096,7.44465350952724,1.08498065802517,0.67108697759339,3.89619970575821
0,87.4683058832337,7.59832968986157,0.867984526420139,0.491691467542893,3.57368843294173
0,87.9616423259241,7.71644232293202,0.694350239530001,0.362230283731436,3.2653348278824
0,88.3938338610385,7.80703608840625,0.555450287949032,0.268796017752232,2.97488374485397
0,88.7737468660941,7.87614128636664,0.444336308707116,0.201628686405965,2.70414685242623
0,89.108758050848,7.92960581390703,0.355449910674242,0.152407648602019,2.45377857596873
0,89.4049216643725,7.97092795485664,0.284344620330378,0.116269954419749,2.22353580602076
0,89.6673367024496,8.00323995843249,0.227463450356371,0.0892464292159459,2.01271345954563
0,89.9002790363614,8.0285061558581,0.181960964086147,0.0689737689824592,1.82028007471193
0,90.1074005171394,8.04835651328079,0.145560934731653,0.0536109849554777,1.64507104989267
0,90.2918248140974,8.06402377922439,0.116442478893007,0.041854732881981,1.48585419490322
0,90.4562399547653,8.07647577472408,0.0931489682705372,0.0327450450211223,1.34139025721904
0,90.6029683818163,8.08632125702168,0.0745151629573098,0.0257272320397427,1.21046796616498
0,90.7340394179325,8.09413197999888,0.0596089212113225,0.0202779194912233,1.09194176136608
