"exec","age_group","sex","comorbidity","covid","binary_patient_type","death","count","obesity","diabetes","hyperten","ckd","cardio","copd","asthma","immuno","hiv"
1,"[ 80 , 84 ]","M",1,0,"H",181,946,94,510,705,116,180,187,8,47,4
1,"[ 80 , 84 ]","M",0,1,"H",282,699,0,0,0,0,0,0,0,0,0
1,"[ 80 , 84 ]","M",1,1,"H",470,1237,106,684,935,150,215,182,12,56,8
2,"[ 80 , 84 ]","M",0,0,"A",7,5580,0,0,0,0,0,0,0,0,0
2,"[ 80 , 84 ]","M",1,0,"A",4,3472,237,1428,2315,171,392,330,79,123,28
2,"[ 80 , 84 ]","M",0,1,"A",4,3634,0,0,0,0,0,0,0,0,0
2,"[ 80 , 84 ]","M",1,1,"A",7,2584,171,1120,1862,114,318,178,60,74,16
2,"[ 80 , 84 ]","M",0,0,"H",106,561,0,0,0,0,0,0,0,0,0
2,"[ 80 , 84 ]","M",1,0,"H",179,950,83,479,679,107,172,173,10,36,9
2,"[ 80 , 84 ]","M",0,1,"H",309,737,0,0,0,0,0,0,0,0,0
2,"[ 80 , 84 ]","M",1,1,"H",495,1282,136,729,983,162,229,209,11,68,7
3,"[ 80 , 84 ]","M",0,0,"A",4,5553,0,0,0,0,0,0,0,0,0
3,"[ 80 , 84 ]","M",1,0,"A",2,3387,225,1388,2268,165,346,351,89,117,23
3,"[ 80 , 84 ]","M",0,1,"A",9,3766,0,0,0,0,0,0,0,0,0
3,"[ 80 , 84 ]","M",1,1,"A",6,2603,184,1168,1820,105,288,183,50,91,16
3,"[ 80 , 84 ]","M",0,0,"H",144,618,0,0,0,0,0,0,0,0,0
3,"[ 80 , 84 ]","M",1,0,"H",190,952,94,510,693,131,196,193,23,38,5
3,"[ 80 , 84 ]","M",0,1,"H",299,677,0,0,0,0,0,0,0,0,0
3,"[ 80 , 84 ]","M",1,1,"H",524,1244,121,712,965,178,224,170,18,73,5
4,"[ 80 , 84 ]","M",0,0,"A",5,5584,0,0,0,0,0,0,0,0,0
4,"[ 80 , 84 ]","M",1,0,"A",3,3475,234,1436,2309,149,363,337,87,114,31
4,"[ 80 , 84 ]","M",0,1,"A",8,3525,0,0,0,0,0,0,0,0,0
4,"[ 80 , 84 ]","M",1,1,"A",7,2603,195,1166,1856,106,267,208,52,91,11
4,"[ 80 , 84 ]","M",0,0,"H",144,616,0,0,0,0,0,0,0,0,0
4,"[ 80 , 84 ]","M",1,0,"H",189,950,102,522,705,136,176,183,12,35,9
4,"[ 80 , 84 ]","M",0,1,"H",318,726,0,0,0,0,0,0,0,0,0
4,"[ 80 , 84 ]","M",1,1,"H",515,1321,131,732,998,162,235,224,12,86,7
5,"[ 80 , 84 ]","M",0,0,"A",5,5601,0,0,0,0,0,0,0,0,0
5,"[ 80 , 84 ]","M",1,0,"A",5,3490,222,1451,2345,156,397,333,101,102,15
5,"[ 80 , 84 ]","M",0,1,"A",9,3597,0,0,0,0,0,0,0,0,0
5,"[ 80 , 84 ]","M",1,1,"A",6,2557,178,1187,1767,121,287,165,58,84,21
5,"[ 80 , 84 ]","M",0,0,"H",107,572,0,0,0,0,0,0,0,0,0
5,"[ 80 , 84 ]","M",1,0,"H",187,985,94,549,731,128,205,172,12,38,4
5,"[ 80 , 84 ]","M",0,1,"H",329,690,0,0,0,0,0,0,0,0,0
5,"[ 80 , 84 ]","M",1,1,"H",516,1308,141,777,1018,165,248,208,14,83,7
6,"[ 80 , 84 ]","M",0,0,"A",9,5578,0,0,0,0,0,0,0,0,0
6,"[ 80 , 84 ]","M",1,0,"A",2,3361,233,1409,2246,153,364,350,96,91,33
6,"[ 80 , 84 ]","M",0,1,"A",15,3660,0,0,0,0,0,0,0,0,0
6,"[ 80 , 84 ]","M",1,1,"A",8,2697,170,1173,1928,123,284,199,54,89,11
6,"[ 80 , 84 ]","M",0,0,"H",137,603,0,0,0,0,0,0,0,0,0
6,"[ 80 , 84 ]","M",1,0,"H",172,961,93,502,707,123,214,190,12,49,3
6,"[ 80 , 84 ]","M",0,1,"H",302,714,0,0,0,0,0,0,0,0,0
6,"[ 80 , 84 ]","M",1,1,"H",475,1226,121,669,933,153,212,187,8,62,5
7,"[ 80 , 84 ]","M",0,0,"A",6,5564,0,0,0,0,0,0,0,0,0
7,"[ 80 , 84 ]","M",1,0,"A",1,3509,209,1499,2358,173,397,309,93,95,24
7,"[ 80 , 84 ]","M",0,1,"A",9,3587,0,0,0,0,0,0,0,0,0
7,"[ 80 , 84 ]","M",1,1,"A",7,2712,182,1187,1914,120,324,206,56,97,22
7,"[ 80 , 84 ]","M",0,0,"H",122,554,0,0,0,0,0,0,0,0,0
7,"[ 80 , 84 ]","M",1,0,"H",182,914,77,485,657,118,173,183,12,35,8
7,"[ 80 , 84 ]","M",0,1,"H",316,681,0,0,0,0,0,0,0,0,0
7,"[ 80 , 84 ]","M",1,1,"H",511,1279,131,747,950,158,234,197,14,73,4
8,"[ 80 , 84 ]","M",0,0,"A",7,5604,0,0,0,0,0,0,0,0,0
8,"[ 80 , 84 ]","M",1,0,"A",2,3441,210,1380,2324,163,356,323,80,118,27
8,"[ 80 , 84 ]","M",0,1,"A",14,3639,0,0,0,0,0,0,0,0,0
8,"[ 80 , 84 ]","M",1,1,"A",5,2644,197,1217,1865,99,305,173,48,107,11
8,"[ 80 , 84 ]","M",0,0,"H",124,542,0,0,0,0,0,0,0,0,0
8,"[ 80 , 84 ]","M",1,0,"H",169,930,95,506,670,128,176,173,13,50,1
8,"[ 80 , 84 ]","M",0,1,"H",310,747,0,0,0,0,0,0,0,0,0
8,"[ 80 , 84 ]","M",1,1,"H",503,1253,137,683,979,153,221,221,14,72,5
9,"[ 80 , 84 ]","M",0,0,"A",7,5585,0,0,0,0,0,0,0,0,0
9,"[ 80 , 84 ]","M",1,0,"A",4,3397,252,1376,2254,148,366,324,81,116,27
9,"[ 80 , 84 ]","M",0,1,"A",10,3634,0,0,0,0,0,0,0,0,0
9,"[ 80 , 84 ]","M",1,1,"A",2,2609,194,1164,1846,106,281,197,43,83,12
9,"[ 80 , 84 ]","M",0,0,"H",126,623,0,0,0,0,0,0,0,0,0
9,"[ 80 , 84 ]","M",1,0,"H",179,971,92,534,738,136,204,159,21,45,3
9,"[ 80 , 84 ]","M",0,1,"H",300,696,0,0,0,0,0,0,0,0,0
9,"[ 80 , 84 ]","M",1,1,"H",518,1285,126,722,973,178,241,199,18,71,6
10,"[ 80 , 84 ]","M",0,0,"A",4,5640,0,0,0,0,0,0,0,0,0
10,"[ 80 , 84 ]","M",1,0,"A",2,3402,225,1413,2338,146,352,340,88,96,18
10,"[ 80 , 84 ]","M",0,1,"A",12,3603,0,0,0,0,0,0,0,0,0
10,"[ 80 , 84 ]","M",1,1,"A",4,2621,193,1152,1848,88,282,207,58,94,11
10,"[ 80 , 84 ]","M",0,0,"H",120,584,0,0,0,0,0,0,0,0,0
10,"[ 80 , 84 ]","M",1,0,"H",202,975,102,534,702,124,211,189,12,38,3
10,"[ 80 , 84 ]","M",0,1,"H",297,693,0,0,0,0,0,0,0,0,0
10,"[ 80 , 84 ]","M",1,1,"H",509,1282,113,695,979,169,227,230,13,54,2
11,"[ 80 , 84 ]","M",0,0,"A",5,5449,0,0,0,0,0,0,0,0,0
11,"[ 80 , 84 ]","M",1,0,"A",4,3570,268,1484,2408,154,375,333,84,104,23
11,"[ 80 , 84 ]","M",0,1,"A",14,3571,0,0,0,0,0,0,0,0,0
11,"[ 80 , 84 ]","M",1,1,"A",4,2672,186,1202,1864,84,294,207,55,88,18
11,"[ 80 , 84 ]","M",0,0,"H",132,587,0,0,0,0,0,0,0,0,0
11,"[ 80 , 84 ]","M",1,0,"H",181,942,95,498,691,113,190,182,8,41,7
11,"[ 80 , 84 ]","M",0,1,"H",321,734,0,0,0,0,0,0,0,0,0
11,"[ 80 , 84 ]","M",1,1,"H",495,1275,151,718,982,168,227,191,8,56,2
12,"[ 80 , 84 ]","M",0,0,"A",5,5504,0,0,0,0,0,0,0,0,0
12,"[ 80 , 84 ]","M",1,0,"A",6,3426,242,1487,2331,170,366,305,67,105,26
12,"[ 80 , 84 ]","M",0,1,"A",7,3742,0,0,0,0,0,0,0,0,0
12,"[ 80 , 84 ]","M",1,1,"A",4,2589,204,1128,1788,119,299,178,54,109,18
12,"[ 80 , 84 ]","M",0,0,"H",143,593,0,0,0,0,0,0,0,0,0
12,"[ 80 , 84 ]","M",1,0,"H",165,977,90,522,718,135,212,199,14,33,2
12,"[ 80 , 84 ]","M",0,1,"H",290,690,0,0,0,0,0,0,0,0,0
12,"[ 80 , 84 ]","M",1,1,"H",503,1279,130,691,963,160,240,206,14,77,7
13,"[ 80 , 84 ]","M",0,0,"A",2,5544,0,0,0,0,0,0,0,0,0
13,"[ 80 , 84 ]","M",1,0,"A",1,3478,272,1453,2349,152,394,350,83,110,23
13,"[ 80 , 84 ]","M",0,1,"A",6,3592,0,0,0,0,0,0,0,0,0
13,"[ 80 , 84 ]","M",1,1,"A",8,2670,190,1186,1853,119,309,211,51,92,20
13,"[ 80 , 84 ]","M",0,0,"H",130,586,0,0,0,0,0,0,0,0,0
13,"[ 80 , 84 ]","M",1,0,"H",173,961,88,490,690,134,184,186,15,55,6
13,"[ 80 , 84 ]","M",0,1,"H",298,699,0,0,0,0,0,0,0,0,0
13,"[ 80 , 84 ]","M",1,1,"H",517,1270,141,727,940,180,228,187,15,79,2
14,"[ 80 , 84 ]","M",0,0,"A",3,5447,0,0,0,0,0,0,0,0,0
14,"[ 80 , 84 ]","M",1,0,"A",2,3435,226,1468,2314,162,374,315,80,120,27
14,"[ 80 , 84 ]","M",0,1,"A",6,3725,0,0,0,0,0,0,0,0,0
14,"[ 80 , 84 ]","M",1,1,"A",5,2698,180,1187,1910,95,290,193,62,99,21
14,"[ 80 , 84 ]","M",0,0,"H",114,540,0,0,0,0,0,0,0,0,0
14,"[ 80 , 84 ]","M",1,0,"H",170,930,102,474,690,110,184,192,18,45,4
14,"[ 80 , 84 ]","M",0,1,"H",304,748,0,0,0,0,0,0,0,0,0
14,"[ 80 , 84 ]","M",1,1,"H",508,1277,115,727,980,153,226,206,14,68,3
15,"[ 80 , 84 ]","M",0,0,"A",4,5592,0,0,0,0,0,0,0,0,0
15,"[ 80 , 84 ]","M",1,0,"A",3,3467,234,1451,2322,144,377,325,95,109,26
15,"[ 80 , 84 ]","M",0,1,"A",9,3624,0,0,0,0,0,0,0,0,0
15,"[ 80 , 84 ]","M",1,1,"A",3,2636,192,1159,1823,98,294,221,65,101,10
15,"[ 80 , 84 ]","M",0,0,"H",126,548,0,0,0,0,0,0,0,0,0
15,"[ 80 , 84 ]","M",1,0,"H",180,986,112,541,720,133,197,168,20,36,5
15,"[ 80 , 84 ]","M",0,1,"H",295,673,0,0,0,0,0,0,0,0,0
15,"[ 80 , 84 ]","M",1,1,"H",506,1274,133,710,992,172,206,200,16,78,6
16,"[ 80 , 84 ]","M",0,0,"A",5,5643,0,0,0,0,0,0,0,0,0
16,"[ 80 , 84 ]","M",1,0,"A",3,3463,226,1424,2309,180,350,339,92,114,28
16,"[ 80 , 84 ]","M",0,1,"A",9,3541,0,0,0,0,0,0,0,0,0
16,"[ 80 , 84 ]","M",1,1,"A",5,2621,169,1153,1868,112,290,179,53,97,12
16,"[ 80 , 84 ]","M",0,0,"H",133,574,0,0,0,0,0,0,0,0,0
16,"[ 80 , 84 ]","M",1,0,"H",166,943,84,493,688,119,193,201,10,53,1
16,"[ 80 , 84 ]","M",0,1,"H",297,709,0,0,0,0,0,0,0,0,0
16,"[ 80 , 84 ]","M",1,1,"H",489,1306,134,734,990,182,240,213,12,68,3
17,"[ 80 , 84 ]","M",0,0,"A",8,5609,0,0,0,0,0,0,0,0,0
17,"[ 80 , 84 ]","M",1,0,"A",3,3444,227,1485,2352,165,400,314,80,101,15
17,"[ 80 , 84 ]","M",0,1,"A",7,3610,0,0,0,0,0,0,0,0,0
17,"[ 80 , 84 ]","M",1,1,"A",7,2646,197,1134,1901,122,324,193,52,104,13
17,"[ 80 , 84 ]","M",0,0,"H",113,584,0,0,0,0,0,0,0,0,0
17,"[ 80 , 84 ]","M",1,0,"H",181,1003,107,525,752,134,191,180,8,52,4
17,"[ 80 , 84 ]","M",0,1,"H",278,649,0,0,0,0,0,0,0,0,0
17,"[ 80 , 84 ]","M",1,1,"H",494,1255,128,714,931,155,226,198,14,54,4
18,"[ 80 , 84 ]","M",0,0,"A",4,5554,0,0,0,0,0,0,0,0,0
18,"[ 80 , 84 ]","M",1,0,"A",1,3442,243,1449,2328,156,357,344,91,104,29
18,"[ 80 , 84 ]","M",0,1,"A",6,3620,0,0,0,0,0,0,0,0,0
18,"[ 80 , 84 ]","M",1,1,"A",7,2694,186,1199,1883,111,275,207,45,95,19
18,"[ 80 , 84 ]","M",0,0,"H",128,556,0,0,0,0,0,0,0,0,0
18,"[ 80 , 84 ]","M",1,0,"H",204,964,89,502,699,122,189,208,12,45,5
18,"[ 80 , 84 ]","M",0,1,"H",300,697,0,0,0,0,0,0,0,0,0
18,"[ 80 , 84 ]","M",1,1,"H",502,1273,135,711,957,147,262,208,13,56,3
19,"[ 80 , 84 ]","M",0,0,"A",4,5688,0,0,0,0,0,0,0,0,0
19,"[ 80 , 84 ]","M",1,0,"A",1,3254,231,1332,2199,145,343,322,91,103,27
19,"[ 80 , 84 ]","M",0,1,"A",8,3587,0,0,0,0,0,0,0,0,0
19,"[ 80 , 84 ]","M",1,1,"A",7,2614,195,1172,1825,106,267,176,60,98,15
19,"[ 80 , 84 ]","M",0,0,"H",137,606,0,0,0,0,0,0,0,0,0
19,"[ 80 , 84 ]","M",1,0,"H",179,1003,85,550,742,123,212,184,11,47,3
19,"[ 80 , 84 ]","M",0,1,"H",325,740,0,0,0,0,0,0,0,0,0
19,"[ 80 , 84 ]","M",1,1,"H",501,1308,114,727,990,149,254,197,21,77,2
20,"[ 80 , 84 ]","M",0,0,"A",8,5524,0,0,0,0,0,0,0,0,0
20,"[ 80 , 84 ]","M",1,0,"A",0,3425,255,1451,2320,153,387,343,98,105,23
20,"[ 80 , 84 ]","M",0,1,"A",11,3645,0,0,0,0,0,0,0,0,0
20,"[ 80 , 84 ]","M",1,1,"A",5,2678,178,1180,1912,112,264,179,53,93,19
20,"[ 80 , 84 ]","M",0,0,"H",142,593,0,0,0,0,0,0,0,0,0
20,"[ 80 , 84 ]","M",1,0,"H",191,950,96,497,726,124,177,186,12,43,3
20,"[ 80 , 84 ]","M",0,1,"H",288,688,0,0,0,0,0,0,0,0,0
20,"[ 80 , 84 ]","M",1,1,"H",516,1297,125,719,955,188,238,212,14,70,3
1,"[ 85 , 89 ]","F",0,0,"A",1,3248,0,0,0,0,0,0,0,0,0
1,"[ 85 , 89 ]","F",1,0,"A",3,2947,243,1153,2251,116,300,364,39,91,24
1,"[ 85 , 89 ]","F",0,1,"A",7,1966,0,0,0,0,0,0,0,0,0
1,"[ 85 , 89 ]","F",1,1,"A",5,1853,124,678,1496,51,184,199,27,39,29
1,"[ 85 , 89 ]","F",0,0,"H",51,413,0,0,0,0,0,0,0,0,0
1,"[ 85 , 89 ]","F",1,0,"H",134,862,123,442,715,83,145,193,12,25,1
1,"[ 85 , 89 ]","F",0,1,"H",123,421,0,0,0,0,0,0,0,0,0
1,"[ 85 , 89 ]","F",1,1,"H",305,836,105,367,722,57,143,155,12,18,1
2,"[ 85 , 89 ]","F",0,0,"A",4,3341,0,0,0,0,0,0,0,0,0
2,"[ 85 , 89 ]","F",1,0,"A",5,3023,264,1176,2353,128,269,341,48,85,20
2,"[ 85 , 89 ]","F",0,1,"A",2,1929,0,0,0,0,0,0,0,0,0
2,"[ 85 , 89 ]","F",1,1,"A",5,1804,126,670,1448,63,184,168,36,28,19
2,"[ 85 , 89 ]","F",0,0,"H",50,425,0,0,0,0,0,0,0,0,0
2,"[ 85 , 89 ]","F",1,0,"H",109,829,118,395,688,74,158,188,16,26,1
2,"[ 85 , 89 ]","F",0,1,"H",80,350,0,0,0,0,0,0,0,0,0
2,"[ 85 , 89 ]","F",1,1,"H",282,845,89,367,724,53,147,165,20,23,2
3,"[ 85 , 89 ]","F",0,0,"A",4,3353,0,0,0,0,0,0,0,0,0
3,"[ 85 , 89 ]","F",1,0,"A",1,2955,241,1124,2310,139,292,343,35,69,21
3,"[ 85 , 89 ]","F",0,1,"A",5,1997,0,0,0,0,0,0,0,0,0
3,"[ 85 , 89 ]","F",1,1,"A",8,1760,116,651,1430,65,188,173,20,38,19
3,"[ 85 , 89 ]","F",0,0,"H",58,453,0,0,0,0,0,0,0,0,0
3,"[ 85 , 89 ]","F",1,0,"H",113,833,109,394,683,81,173,193,14,22,1
3,"[ 85 , 89 ]","F",0,1,"H",130,415,0,0,0,0,0,0,0,0,0
3,"[ 85 , 89 ]","F",1,1,"H",241,780,74,358,674,57,156,132,21,12,0
4,"[ 85 , 89 ]","F",0,0,"A",3,3426,0,0,0,0,0,0,0,0,0
4,"[ 85 , 89 ]","F",1,0,"A",3,2897,220,1111,2280,144,252,323,46,77,20
4,"[ 85 , 89 ]","F",0,1,"A",6,1874,0,0,0,0,0,0,0,0,0
4,"[ 85 , 89 ]","F",1,1,"A",7,1831,131,635,1480,60,222,180,35,40,23
4,"[ 85 , 89 ]","F",0,0,"H",38,422,0,0,0,0,0,0,0,0,0
4,"[ 85 , 89 ]","F",1,0,"H",120,820,93,410,685,65,164,187,10,31,4
4,"[ 85 , 89 ]","F",0,1,"H",115,425,0,0,0,0,0,0,0,0,0
4,"[ 85 , 89 ]","F",1,1,"H",279,851,101,378,724,69,181,164,18,22,3
5,"[ 85 , 89 ]","F",0,0,"A",3,3402,0,0,0,0,0,0,0,0,0
5,"[ 85 , 89 ]","F",1,0,"A",2,2947,241,1123,2281,138,283,349,43,74,17
5,"[ 85 , 89 ]","F",0,1,"A",3,1968,0,0,0,0,0,0,0,0,0
5,"[ 85 , 89 ]","F",1,1,"A",4,1765,119,643,1435,61,178,176,27,37,39
5,"[ 85 , 89 ]","F",0,0,"H",63,434,0,0,0,0,0,0,0,0,0
5,"[ 85 , 89 ]","F",1,0,"H",108,819,112,408,679,77,157,198,12,27,0
5,"[ 85 , 89 ]","F",0,1,"H",115,387,0,0,0,0,0,0,0,0,0
5,"[ 85 , 89 ]","F",1,1,"H",295,824,99,348,696,61,146,153,17,17,2
6,"[ 85 , 89 ]","F",0,0,"A",1,3325,0,0,0,0,0,0,0,0,0
6,"[ 85 , 89 ]","F",1,0,"A",7,3022,271,1231,2316,139,278,385,45,83,20
6,"[ 85 , 89 ]","F",0,1,"A",2,1925,0,0,0,0,0,0,0,0,0
6,"[ 85 , 89 ]","F",1,1,"A",4,1810,105,649,1483,68,190,169,22,35,22
6,"[ 85 , 89 ]","F",0,0,"H",47,432,0,0,0,0,0,0,0,0,0
6,"[ 85 , 89 ]","F",1,0,"H",100,806,118,416,666,76,154,187,12,32,0
6,"[ 85 , 89 ]","F",0,1,"H",91,343,0,0,0,0,0,0,0,0,0
6,"[ 85 , 89 ]","F",1,1,"H",295,883,108,408,765,57,155,159,19,16,2
7,"[ 85 , 89 ]","F",0,0,"A",8,3369,0,0,0,0,0,0,0,0,0
7,"[ 85 , 89 ]","F",1,0,"A",3,3024,228,1199,2355,149,293,342,42,93,20
7,"[ 85 , 89 ]","F",0,1,"A",2,1880,0,0,0,0,0,0,0,0,0
7,"[ 85 , 89 ]","F",1,1,"A",5,1810,115,672,1464,61,178,178,32,45,37
7,"[ 85 , 89 ]","F",0,0,"H",49,388,0,0,0,0,0,0,0,0,0
7,"[ 85 , 89 ]","F",1,0,"H",119,839,116,401,692,95,164,180,10,22,2
7,"[ 85 , 89 ]","F",0,1,"H",119,391,0,0,0,0,0,0,0,0,0
7,"[ 85 , 89 ]","F",1,1,"H",275,845,90,388,732,58,169,142,11,21,2
8,"[ 85 , 89 ]","F",0,0,"A",2,3325,0,0,0,0,0,0,0,0,0
8,"[ 85 , 89 ]","F",1,0,"A",2,2934,253,1147,2277,154,260,345,40,79,29
8,"[ 85 , 89 ]","F",0,1,"A",6,1979,0,0,0,0,0,0,0,0,0
8,"[ 85 , 89 ]","F",1,1,"A",0,1772,137,606,1410,55,175,185,35,41,25
8,"[ 85 , 89 ]","F",0,0,"H",34,447,0,0,0,0,0,0,0,0,0
8,"[ 85 , 89 ]","F",1,0,"H",125,859,111,426,710,84,153,180,9,30,0
8,"[ 85 , 89 ]","F",0,1,"H",124,406,0,0,0,0,0,0,0,0,0
8,"[ 85 , 89 ]","F",1,1,"H",271,824,88,362,718,55,147,124,12,26,3
9,"[ 85 , 89 ]","F",0,0,"A",3,3473,0,0,0,0,0,0,0,0,0
9,"[ 85 , 89 ]","F",1,0,"A",6,2924,221,1158,2286,152,276,343,47,72,14
9,"[ 85 , 89 ]","F",0,1,"A",8,1883,0,0,0,0,0,0,0,0,0
9,"[ 85 , 89 ]","F",1,1,"A",6,1805,115,658,1444,65,211,182,28,40,24
9,"[ 85 , 89 ]","F",0,0,"H",41,392,0,0,0,0,0,0,0,0,0
9,"[ 85 , 89 ]","F",1,0,"H",107,793,106,378,640,87,159,188,8,26,2
9,"[ 85 , 89 ]","F",0,1,"H",137,431,0,0,0,0,0,0,0,0,0
9,"[ 85 , 89 ]","F",1,1,"H",276,845,80,385,737,80,145,173,10,22,1
10,"[ 85 , 89 ]","F",0,0,"A",0,3297,0,0,0,0,0,0,0,0,0
10,"[ 85 , 89 ]","F",1,0,"A",3,2820,248,1139,2189,136,244,352,43,100,20
10,"[ 85 , 89 ]","F",0,1,"A",2,1988,0,0,0,0,0,0,0,0,0
10,"[ 85 , 89 ]","F",1,1,"A",5,1876,148,671,1516,69,205,192,35,23,23
10,"[ 85 , 89 ]","F",0,0,"H",54,457,0,0,0,0,0,0,0,0,0
10,"[ 85 , 89 ]","F",1,0,"H",111,823,100,418,672,86,150,190,5,21,0
10,"[ 85 , 89 ]","F",0,1,"H",109,384,0,0,0,0,0,0,0,0,0
10,"[ 85 , 89 ]","F",1,1,"H",270,901,95,409,766,64,160,200,17,16,1
11,"[ 85 , 89 ]","F",0,0,"A",3,3340,0,0,0,0,0,0,0,0,0
11,"[ 85 , 89 ]","F",1,0,"A",2,2905,221,1135,2303,128,251,320,34,75,20
11,"[ 85 , 89 ]","F",0,1,"A",1,2025,0,0,0,0,0,0,0,0,0
11,"[ 85 , 89 ]","F",1,1,"A",2,1771,119,630,1460,54,180,163,28,31,26
11,"[ 85 , 89 ]","F",0,0,"H",41,445,0,0,0,0,0,0,0,0,0
11,"[ 85 , 89 ]","F",1,0,"H",112,808,106,399,665,68,157,170,5,20,3
11,"[ 85 , 89 ]","F",0,1,"H",120,421,0,0,0,0,0,0,0,0,0
11,"[ 85 , 89 ]","F",1,1,"H",264,831,106,382,695,49,149,155,14,27,1
12,"[ 85 , 89 ]","F",0,0,"A",0,3360,0,0,0,0,0,0,0,0,0
12,"[ 85 , 89 ]","F",1,0,"A",4,2966,249,1174,2283,117,285,351,52,80,24
12,"[ 85 , 89 ]","F",0,1,"A",2,2010,0,0,0,0,0,0,0,0,0
12,"[ 85 , 89 ]","F",1,1,"A",8,1767,137,661,1418,61,163,169,31,41,23
12,"[ 85 , 89 ]","F",0,0,"H",36,416,0,0,0,0,0,0,0,0,0
12,"[ 85 , 89 ]","F",1,0,"H",131,845,112,403,693,79,172,183,14,32,2
12,"[ 85 , 89 ]","F",0,1,"H",122,367,0,0,0,0,0,0,0,0,0
12,"[ 85 , 89 ]","F",1,1,"H",268,815,87,368,683,67,137,153,8,14,4
13,"[ 85 , 89 ]","F",0,0,"A",6,3335,0,0,0,0,0,0,0,0,0
13,"[ 85 , 89 ]","F",1,0,"A",7,2967,254,1182,2293,156,264,356,42,76,20
13,"[ 85 , 89 ]","F",0,1,"A",7,1918,0,0,0,0,0,0,0,0,0
13,"[ 85 , 89 ]","F",1,1,"A",5,1788,132,628,1459,77,177,175,33,37,28
13,"[ 85 , 89 ]","F",0,0,"H",52,440,0,0,0,0,0,0,0,0,0
13,"[ 85 , 89 ]","F",1,0,"H",115,876,112,423,710,88,179,203,8,27,0
13,"[ 85 , 89 ]","F",0,1,"H",98,370,0,0,0,0,0,0,0,0,0
13,"[ 85 , 89 ]","F",1,1,"H",292,852,92,391,745,64,158,148,15,15,1
14,"[ 85 , 89 ]","F",0,0,"A",1,3373,0,0,0,0,0,0,0,0,0
14,"[ 85 , 89 ]","F",1,0,"A",2,2907,227,1152,2257,141,288,335,49,63,15
14,"[ 85 , 89 ]","F",0,1,"A",1,1986,0,0,0,0,0,0,0,0,0
14,"[ 85 , 89 ]","F",1,1,"A",4,1800,120,676,1461,47,186,165,24,34,25
14,"[ 85 , 89 ]","F",0,0,"H",37,433,0,0,0,0,0,0,0,0,0
14,"[ 85 , 89 ]","F",1,0,"H",106,813,108,377,663,66,158,205,10,22,3
14,"[ 85 , 89 ]","F",0,1,"H",113,383,0,0,0,0,0,0,0,0,0
14,"[ 85 , 89 ]","F",1,1,"H",286,851,86,367,724,62,153,157,11,18,0
15,"[ 85 , 89 ]","F",0,0,"A",1,3296,0,0,0,0,0,0,0,0,0
15,"[ 85 , 89 ]","F",1,0,"A",5,2904,274,1184,2233,132,255,335,51,82,19
15,"[ 85 , 89 ]","F",0,1,"A",5,1939,0,0,0,0,0,0,0,0,0
15,"[ 85 , 89 ]","F",1,1,"A",7,1878,130,694,1534,51,189,157,34,41,19
15,"[ 85 , 89 ]","F",0,0,"H",43,433,0,0,0,0,0,0,0,0,0
15,"[ 85 , 89 ]","F",1,0,"H",117,845,117,395,693,70,155,194,11,26,0
15,"[ 85 , 89 ]","F",0,1,"H",115,438,0,0,0,0,0,0,0,0,0
15,"[ 85 , 89 ]","F",1,1,"H",270,813,111,362,682,52,151,163,12,22,4
16,"[ 85 , 89 ]","F",0,0,"A",3,3453,0,0,0,0,0,0,0,0,0
16,"[ 85 , 89 ]","F",1,0,"A",3,2887,242,1104,2223,139,260,329,31,87,17
16,"[ 85 , 89 ]","F",0,1,"A",2,1888,0,0,0,0,0,0,0,0,0
16,"[ 85 , 89 ]","F",1,1,"A",8,1807,119,618,1463,70,193,189,27,32,20
16,"[ 85 , 89 ]","F",0,0,"H",55,421,0,0,0,0,0,0,0,0,0
16,"[ 85 , 89 ]","F",1,0,"H",121,907,121,434,739,105,178,211,12,36,0
16,"[ 85 , 89 ]","F",0,1,"H",105,363,0,0,0,0,0,0,0,0,0
16,"[ 85 , 89 ]","F",1,1,"H",267,820,104,373,692,55,142,145,10,17,4
17,"[ 85 , 89 ]","F",0,0,"A",8,3289,0,0,0,0,0,0,0,0,0
17,"[ 85 , 89 ]","F",1,0,"A",0,2843,247,1126,2211,132,257,322,44,65,24
17,"[ 85 , 89 ]","F",0,1,"A",1,1973,0,0,0,0,0,0,0,0,0
17,"[ 85 , 89 ]","F",1,1,"A",5,1869,125,690,1520,69,180,192,35,37,35
17,"[ 85 , 89 ]","F",0,0,"H",42,433,0,0,0,0,0,0,0,0,0
17,"[ 85 , 89 ]","F",1,0,"H",109,878,97,445,716,74,155,194,11,27,1
17,"[ 85 , 89 ]","F",0,1,"H",113,409,0,0,0,0,0,0,0,0,0
17,"[ 85 , 89 ]","F",1,1,"H",287,852,94,367,736,52,175,172,18,19,0
18,"[ 85 , 89 ]","F",0,0,"A",3,3355,0,0,0,0,0,0,0,0,0
18,"[ 85 , 89 ]","F",1,0,"A",5,2963,262,1144,2304,131,260,359,32,74,26
18,"[ 85 , 89 ]","F",0,1,"A",2,1921,0,0,0,0,0,0,0,0,0
18,"[ 85 , 89 ]","F",1,1,"A",2,1846,114,689,1448,63,197,176,27,38,19
18,"[ 85 , 89 ]","F",0,0,"H",47,429,0,0,0,0,0,0,0,0,0
