"exec","age_group","sex","comorbidity","covid","binary_patient_type","death","count","obesity","diabetes","hyperten","ckd","cardio","copd","asthma","immuno","hiv"
15,"[ 35 , 39 ]","F",1,1,"A",32,19452,10841,3353,4084,325,576,222,3150,577,153
15,"[ 35 , 39 ]","F",0,0,"H",0,1374,0,0,0,0,0,0,0,0,0
15,"[ 35 , 39 ]","F",1,0,"H",0,439,149,192,128,74,39,5,62,47,17
15,"[ 35 , 39 ]","F",0,1,"H",0,746,0,0,0,0,0,0,0,0,0
15,"[ 35 , 39 ]","F",1,1,"H",0,277,127,121,94,69,42,11,56,48,20
16,"[ 35 , 39 ]","F",0,0,"A",27,193133,0,0,0,0,0,0,0,0,0
16,"[ 35 , 39 ]","F",1,0,"A",17,24490,11784,4503,5486,474,743,245,4410,755,170
16,"[ 35 , 39 ]","F",0,1,"A",42,125914,0,0,0,0,0,0,0,0,0
16,"[ 35 , 39 ]","F",1,1,"A",36,19553,10907,3332,4105,329,634,220,3093,549,166
16,"[ 35 , 39 ]","F",0,0,"H",0,1361,0,0,0,0,0,0,0,0,0
16,"[ 35 , 39 ]","F",1,0,"H",0,466,172,211,120,78,34,5,56,53,11
16,"[ 35 , 39 ]","F",0,1,"H",0,753,0,0,0,0,0,0,0,0,0
16,"[ 35 , 39 ]","F",1,1,"H",0,309,125,139,94,57,43,7,63,42,11
17,"[ 35 , 39 ]","F",0,0,"A",29,193493,0,0,0,0,0,0,0,0,0
17,"[ 35 , 39 ]","F",1,0,"A",21,24374,11475,4475,5583,401,733,255,4415,784,227
17,"[ 35 , 39 ]","F",0,1,"A",46,125826,0,0,0,0,0,0,0,0,0
17,"[ 35 , 39 ]","F",1,1,"A",34,19522,10727,3370,4122,333,615,207,3199,563,148
17,"[ 35 , 39 ]","F",0,0,"H",0,1307,0,0,0,0,0,0,0,0,0
17,"[ 35 , 39 ]","F",1,0,"H",0,420,154,200,115,89,47,9,61,51,11
17,"[ 35 , 39 ]","F",0,1,"H",0,734,0,0,0,0,0,0,0,0,0
17,"[ 35 , 39 ]","F",1,1,"H",0,303,141,135,83,45,35,3,50,45,11
18,"[ 35 , 39 ]","F",0,0,"A",25,193243,0,0,0,0,0,0,0,0,0
18,"[ 35 , 39 ]","F",1,0,"A",24,24718,11842,4625,5457,468,776,277,4502,743,204
18,"[ 35 , 39 ]","F",0,1,"A",43,125300,0,0,0,0,0,0,0,0,0
18,"[ 35 , 39 ]","F",1,1,"A",27,19763,11113,3299,4132,364,595,216,3150,576,163
18,"[ 35 , 39 ]","F",0,0,"H",0,1355,0,0,0,0,0,0,0,0,0
18,"[ 35 , 39 ]","F",1,0,"H",0,483,172,215,126,90,44,3,55,60,19
18,"[ 35 , 39 ]","F",0,1,"H",0,817,0,0,0,0,0,0,0,0,0
18,"[ 35 , 39 ]","F",1,1,"H",0,300,131,134,94,61,32,7,35,37,12
19,"[ 35 , 39 ]","F",0,0,"A",35,193189,0,0,0,0,0,0,0,0,0
19,"[ 35 , 39 ]","F",1,0,"A",17,24507,11619,4574,5406,432,722,259,4498,762,224
19,"[ 35 , 39 ]","F",0,1,"A",47,125752,0,0,0,0,0,0,0,0,0
19,"[ 35 , 39 ]","F",1,1,"A",31,19563,10714,3394,4197,302,605,202,3278,539,148
19,"[ 35 , 39 ]","F",0,0,"H",0,1372,0,0,0,0,0,0,0,0,0
19,"[ 35 , 39 ]","F",1,0,"H",0,487,177,214,131,78,43,6,68,68,19
19,"[ 35 , 39 ]","F",0,1,"H",0,797,0,0,0,0,0,0,0,0,0
19,"[ 35 , 39 ]","F",1,1,"H",0,312,130,155,93,64,40,6,40,42,13
20,"[ 35 , 39 ]","F",0,0,"A",24,193611,0,0,0,0,0,0,0,0,0
20,"[ 35 , 39 ]","F",1,0,"A",15,24424,11578,4542,5428,442,735,253,4490,800,210
20,"[ 35 , 39 ]","F",0,1,"A",51,125456,0,0,0,0,0,0,0,0,0
20,"[ 35 , 39 ]","F",1,1,"A",38,19581,10698,3444,4223,348,644,214,3180,593,159
20,"[ 35 , 39 ]","F",0,0,"H",0,1374,0,0,0,0,0,0,0,0,0
20,"[ 35 , 39 ]","F",1,0,"H",0,460,172,212,132,89,41,2,50,42,9
20,"[ 35 , 39 ]","F",0,1,"H",0,758,0,0,0,0,0,0,0,0,0
20,"[ 35 , 39 ]","F",1,1,"H",0,315,142,143,112,70,46,7,44,39,10
1,"[ 35 , 39 ]","M",0,0,"A",3,154160,0,0,0,0,0,0,0,0,0
1,"[ 35 , 39 ]","M",1,0,"A",0,15996,6853,3150,4801,461,420,162,1719,475,866
1,"[ 35 , 39 ]","M",0,1,"A",3,89799,0,0,0,0,0,0,0,0,0
1,"[ 35 , 39 ]","M",1,1,"A",3,13005,6770,2247,3625,286,368,114,1486,311,712
1,"[ 35 , 39 ]","M",0,0,"H",39,1388,0,0,0,0,0,0,0,0,0
1,"[ 35 , 39 ]","M",1,0,"H",55,527,126,205,211,105,55,10,16,88,122
1,"[ 35 , 39 ]","M",0,1,"H",29,511,0,0,0,0,0,0,0,0,0
1,"[ 35 , 39 ]","M",1,1,"H",23,260,106,98,115,38,36,1,13,32,49
2,"[ 35 , 39 ]","M",0,0,"A",4,154094,0,0,0,0,0,0,0,0,0
2,"[ 35 , 39 ]","M",1,0,"A",0,16182,6882,3165,4789,445,408,168,1794,543,903
2,"[ 35 , 39 ]","M",0,1,"A",6,89553,0,0,0,0,0,0,0,0,0
2,"[ 35 , 39 ]","M",1,1,"A",1,13079,6843,2192,3587,285,358,139,1488,310,711
2,"[ 35 , 39 ]","M",0,0,"H",42,1411,0,0,0,0,0,0,0,0,0
2,"[ 35 , 39 ]","M",1,0,"H",32,542,170,203,206,94,69,9,16,82,114
2,"[ 35 , 39 ]","M",0,1,"H",38,535,0,0,0,0,0,0,0,0,0
2,"[ 35 , 39 ]","M",1,1,"H",26,250,76,104,105,47,29,7,15,44,56
3,"[ 35 , 39 ]","M",0,0,"A",1,153717,0,0,0,0,0,0,0,0,0
3,"[ 35 , 39 ]","M",1,0,"A",0,15961,6851,3010,4752,476,440,158,1734,534,913
3,"[ 35 , 39 ]","M",0,1,"A",3,90545,0,0,0,0,0,0,0,0,0
3,"[ 35 , 39 ]","M",1,1,"A",0,12697,6578,2153,3568,276,341,113,1524,277,635
3,"[ 35 , 39 ]","M",0,0,"H",48,1412,0,0,0,0,0,0,0,0,0
3,"[ 35 , 39 ]","M",1,0,"H",39,498,148,222,201,100,65,15,19,85,102
3,"[ 35 , 39 ]","M",0,1,"H",31,551,0,0,0,0,0,0,0,0,0
3,"[ 35 , 39 ]","M",1,1,"H",33,265,99,118,102,53,29,3,13,46,55
4,"[ 35 , 39 ]","M",0,0,"A",4,154315,0,0,0,0,0,0,0,0,0
4,"[ 35 , 39 ]","M",1,0,"A",1,15939,6735,2921,4880,469,420,145,1736,513,918
4,"[ 35 , 39 ]","M",0,1,"A",5,89718,0,0,0,0,0,0,0,0,0
4,"[ 35 , 39 ]","M",1,1,"A",1,13088,6810,2248,3643,295,351,110,1587,324,660
4,"[ 35 , 39 ]","M",0,0,"H",39,1334,0,0,0,0,0,0,0,0,0
4,"[ 35 , 39 ]","M",1,0,"H",36,497,164,228,216,109,56,11,21,74,79
4,"[ 35 , 39 ]","M",0,1,"H",31,533,0,0,0,0,0,0,0,0,0
4,"[ 35 , 39 ]","M",1,1,"H",19,222,87,88,114,47,40,4,10,36,40
5,"[ 35 , 39 ]","M",0,0,"A",6,153945,0,0,0,0,0,0,0,0,0
5,"[ 35 , 39 ]","M",1,0,"A",1,15808,6772,2927,4690,444,424,158,1669,523,936
5,"[ 35 , 39 ]","M",0,1,"A",3,90263,0,0,0,0,0,0,0,0,0
5,"[ 35 , 39 ]","M",1,1,"A",0,12944,6644,2134,3605,283,334,118,1495,315,700
5,"[ 35 , 39 ]","M",0,0,"H",38,1378,0,0,0,0,0,0,0,0,0
5,"[ 35 , 39 ]","M",1,0,"H",41,533,170,233,236,105,69,12,19,86,107
5,"[ 35 , 39 ]","M",0,1,"H",32,522,0,0,0,0,0,0,0,0,0
5,"[ 35 , 39 ]","M",1,1,"H",25,253,85,117,117,52,33,7,19,46,58
6,"[ 35 , 39 ]","M",0,0,"A",2,153936,0,0,0,0,0,0,0,0,0
6,"[ 35 , 39 ]","M",1,0,"A",0,15992,6814,3078,4757,479,425,158,1678,518,909
6,"[ 35 , 39 ]","M",0,1,"A",3,89894,0,0,0,0,0,0,0,0,0
6,"[ 35 , 39 ]","M",1,1,"A",4,13074,6847,2193,3636,297,361,110,1521,298,656
6,"[ 35 , 39 ]","M",0,0,"H",50,1366,0,0,0,0,0,0,0,0,0
6,"[ 35 , 39 ]","M",1,0,"H",39,534,151,219,180,91,54,6,16,80,103
6,"[ 35 , 39 ]","M",0,1,"H",38,549,0,0,0,0,0,0,0,0,0
6,"[ 35 , 39 ]","M",1,1,"H",30,301,125,130,131,53,47,7,19,44,53
7,"[ 35 , 39 ]","M",0,0,"A",0,153954,0,0,0,0,0,0,0,0,0
7,"[ 35 , 39 ]","M",1,0,"A",0,15978,6808,3056,4816,470,393,136,1739,509,915
7,"[ 35 , 39 ]","M",0,1,"A",1,90113,0,0,0,0,0,0,0,0,0
7,"[ 35 , 39 ]","M",1,1,"A",0,12987,6798,2178,3547,284,339,104,1478,334,714
7,"[ 35 , 39 ]","M",0,0,"H",52,1308,0,0,0,0,0,0,0,0,0
7,"[ 35 , 39 ]","M",1,0,"H",39,499,159,206,206,81,63,8,16,75,99
7,"[ 35 , 39 ]","M",0,1,"H",36,551,0,0,0,0,0,0,0,0,0
7,"[ 35 , 39 ]","M",1,1,"H",37,256,97,120,124,47,39,4,9,43,50
8,"[ 35 , 39 ]","M",0,0,"A",10,154175,0,0,0,0,0,0,0,0,0
8,"[ 35 , 39 ]","M",1,0,"A",0,16259,6932,3118,4811,533,402,144,1790,514,915
8,"[ 35 , 39 ]","M",0,1,"A",2,89535,0,0,0,0,0,0,0,0,0
8,"[ 35 , 39 ]","M",1,1,"A",0,13013,6734,2225,3633,289,353,110,1500,318,677
8,"[ 35 , 39 ]","M",0,0,"H",31,1394,0,0,0,0,0,0,0,0,0
8,"[ 35 , 39 ]","M",1,0,"H",35,513,167,232,195,90,53,10,13,85,105
8,"[ 35 , 39 ]","M",0,1,"H",23,508,0,0,0,0,0,0,0,0,0
8,"[ 35 , 39 ]","M",1,1,"H",26,249,108,111,113,43,36,8,13,42,44
9,"[ 35 , 39 ]","M",0,0,"A",10,154082,0,0,0,0,0,0,0,0,0
9,"[ 35 , 39 ]","M",1,0,"A",0,16151,6918,2986,4866,467,407,148,1734,519,951
9,"[ 35 , 39 ]","M",0,1,"A",7,89849,0,0,0,0,0,0,0,0,0
9,"[ 35 , 39 ]","M",1,1,"A",0,12936,6722,2217,3560,267,313,100,1503,322,709
9,"[ 35 , 39 ]","M",0,0,"H",46,1340,0,0,0,0,0,0,0,0,0
9,"[ 35 , 39 ]","M",1,0,"H",34,497,139,194,200,100,53,11,12,87,114
9,"[ 35 , 39 ]","M",0,1,"H",31,509,0,0,0,0,0,0,0,0,0
9,"[ 35 , 39 ]","M",1,1,"H",26,282,120,104,137,52,36,10,19,39,62
10,"[ 35 , 39 ]","M",0,0,"A",7,154146,0,0,0,0,0,0,0,0,0
10,"[ 35 , 39 ]","M",1,0,"A",1,15902,6781,2982,4789,417,414,168,1740,512,876
10,"[ 35 , 39 ]","M",0,1,"A",3,89937,0,0,0,0,0,0,0,0,0
10,"[ 35 , 39 ]","M",1,1,"A",0,12991,6770,2229,3615,266,320,135,1479,268,656
10,"[ 35 , 39 ]","M",0,0,"H",44,1359,0,0,0,0,0,0,0,0,0
10,"[ 35 , 39 ]","M",1,0,"H",33,487,144,204,197,95,70,11,23,72,101
10,"[ 35 , 39 ]","M",0,1,"H",27,552,0,0,0,0,0,0,0,0,0
10,"[ 35 , 39 ]","M",1,1,"H",31,272,104,109,110,54,39,4,18,48,62
11,"[ 35 , 39 ]","M",0,0,"A",2,154254,0,0,0,0,0,0,0,0,0
11,"[ 35 , 39 ]","M",1,0,"A",1,16073,6932,3068,4742,464,397,147,1731,489,883
11,"[ 35 , 39 ]","M",0,1,"A",3,89655,0,0,0,0,0,0,0,0,0
11,"[ 35 , 39 ]","M",1,1,"A",0,13019,6575,2280,3691,278,345,116,1609,295,654
11,"[ 35 , 39 ]","M",0,0,"H",53,1339,0,0,0,0,0,0,0,0,0
11,"[ 35 , 39 ]","M",1,0,"H",41,510,132,193,198,89,60,7,11,91,119
11,"[ 35 , 39 ]","M",0,1,"H",36,539,0,0,0,0,0,0,0,0,0
11,"[ 35 , 39 ]","M",1,1,"H",29,257,105,112,107,52,41,9,12,52,61
12,"[ 35 , 39 ]","M",0,0,"A",2,154225,0,0,0,0,0,0,0,0,0
12,"[ 35 , 39 ]","M",1,0,"A",1,16112,6905,3070,4938,435,455,157,1738,511,854
12,"[ 35 , 39 ]","M",0,1,"A",0,89418,0,0,0,0,0,0,0,0,0
12,"[ 35 , 39 ]","M",1,1,"A",2,13276,6905,2337,3647,285,361,127,1550,310,711
12,"[ 35 , 39 ]","M",0,0,"H",50,1369,0,0,0,0,0,0,0,0,0
12,"[ 35 , 39 ]","M",1,0,"H",40,501,133,201,217,99,68,7,18,74,110
12,"[ 35 , 39 ]","M",0,1,"H",27,463,0,0,0,0,0,0,0,0,0
12,"[ 35 , 39 ]","M",1,1,"H",24,282,130,106,109,53,50,8,9,45,49
13,"[ 35 , 39 ]","M",0,0,"A",1,154333,0,0,0,0,0,0,0,0,0
13,"[ 35 , 39 ]","M",1,0,"A",1,16192,6832,3120,4913,464,415,148,1809,524,855
13,"[ 35 , 39 ]","M",0,1,"A",4,89424,0,0,0,0,0,0,0,0,0
13,"[ 35 , 39 ]","M",1,1,"A",0,12976,6714,2222,3481,303,335,110,1551,343,709
13,"[ 35 , 39 ]","M",0,0,"H",37,1415,0,0,0,0,0,0,0,0,0
13,"[ 35 , 39 ]","M",1,0,"H",35,489,148,179,180,88,60,10,23,80,111
13,"[ 35 , 39 ]","M",0,1,"H",41,539,0,0,0,0,0,0,0,0,0
13,"[ 35 , 39 ]","M",1,1,"H",24,278,101,127,137,57,43,6,12,40,53
14,"[ 35 , 39 ]","M",0,0,"A",4,153805,0,0,0,0,0,0,0,0,0
14,"[ 35 , 39 ]","M",1,0,"A",0,15856,6805,2966,4735,443,383,176,1748,514,895
14,"[ 35 , 39 ]","M",0,1,"A",4,90223,0,0,0,0,0,0,0,0,0
14,"[ 35 , 39 ]","M",1,1,"A",3,13064,6814,2252,3540,288,365,113,1499,299,690
14,"[ 35 , 39 ]","M",0,0,"H",57,1400,0,0,0,0,0,0,0,0,0
14,"[ 35 , 39 ]","M",1,0,"H",39,496,134,193,197,87,59,6,21,74,110
14,"[ 35 , 39 ]","M",0,1,"H",27,531,0,0,0,0,0,0,0,0,0
14,"[ 35 , 39 ]","M",1,1,"H",32,271,98,120,121,48,45,5,6,42,59
15,"[ 35 , 39 ]","M",0,0,"A",5,153818,0,0,0,0,0,0,0,0,0
15,"[ 35 , 39 ]","M",1,0,"A",1,16088,6965,3000,4740,466,384,169,1738,511,880
15,"[ 35 , 39 ]","M",0,1,"A",4,90087,0,0,0,0,0,0,0,0,0
15,"[ 35 , 39 ]","M",1,1,"A",0,13039,6785,2265,3584,259,318,118,1520,338,707
15,"[ 35 , 39 ]","M",0,0,"H",53,1324,0,0,0,0,0,0,0,0,0
15,"[ 35 , 39 ]","M",1,0,"H",41,476,138,185,174,80,55,10,11,75,96
15,"[ 35 , 39 ]","M",0,1,"H",39,545,0,0,0,0,0,0,0,0,0
15,"[ 35 , 39 ]","M",1,1,"H",33,269,118,101,121,44,38,12,8,57,72
16,"[ 35 , 39 ]","M",0,0,"A",2,154099,0,0,0,0,0,0,0,0,0
16,"[ 35 , 39 ]","M",1,0,"A",1,16058,6904,3081,4848,446,362,136,1730,493,908
16,"[ 35 , 39 ]","M",0,1,"A",2,89922,0,0,0,0,0,0,0,0,0
16,"[ 35 , 39 ]","M",1,1,"A",0,12925,6795,2176,3574,297,335,136,1503,299,656
16,"[ 35 , 39 ]","M",0,0,"H",45,1367,0,0,0,0,0,0,0,0,0
16,"[ 35 , 39 ]","M",1,0,"H",28,492,142,204,175,101,54,7,19,87,110
16,"[ 35 , 39 ]","M",0,1,"H",31,543,0,0,0,0,0,0,0,0,0
16,"[ 35 , 39 ]","M",1,1,"H",20,240,92,94,94,40,32,6,7,39,52
17,"[ 35 , 39 ]","M",0,0,"A",3,154221,0,0,0,0,0,0,0,0,0
17,"[ 35 , 39 ]","M",1,0,"A",0,16010,7020,3023,4766,424,426,143,1704,477,852
17,"[ 35 , 39 ]","M",0,1,"A",1,89930,0,0,0,0,0,0,0,0,0
17,"[ 35 , 39 ]","M",1,1,"A",0,12811,6525,2199,3579,265,348,117,1526,312,625
17,"[ 35 , 39 ]","M",0,0,"H",47,1342,0,0,0,0,0,0,0,0,0
17,"[ 35 , 39 ]","M",1,0,"H",29,508,140,226,222,94,62,6,19,65,79
17,"[ 35 , 39 ]","M",0,1,"H",37,537,0,0,0,0,0,0,0,0,0
17,"[ 35 , 39 ]","M",1,1,"H",31,287,114,124,119,45,39,7,12,43,58
18,"[ 35 , 39 ]","M",0,0,"A",2,154201,0,0,0,0,0,0,0,0,0
18,"[ 35 , 39 ]","M",1,0,"A",1,15935,6596,3002,4807,462,388,144,1753,549,953
18,"[ 35 , 39 ]","M",0,1,"A",4,89786,0,0,0,0,0,0,0,0,0
18,"[ 35 , 39 ]","M",1,1,"A",1,13001,6724,2224,3585,280,336,109,1528,303,678
18,"[ 35 , 39 ]","M",0,0,"H",53,1413,0,0,0,0,0,0,0,0,0
18,"[ 35 , 39 ]","M",1,0,"H",30,529,143,201,194,94,60,11,25,95,135
18,"[ 35 , 39 ]","M",0,1,"H",31,519,0,0,0,0,0,0,0,0,0
18,"[ 35 , 39 ]","M",1,1,"H",40,262,121,98,106,42,37,5,9,41,62
19,"[ 35 , 39 ]","M",0,0,"A",1,154042,0,0,0,0,0,0,0,0,0
19,"[ 35 , 39 ]","M",1,0,"A",0,15978,6910,3010,4796,468,395,172,1706,511,851
19,"[ 35 , 39 ]","M",0,1,"A",2,90257,0,0,0,0,0,0,0,0,0
19,"[ 35 , 39 ]","M",1,1,"A",1,12692,6559,2240,3466,282,349,119,1437,325,646
19,"[ 35 , 39 ]","M",0,0,"H",42,1381,0,0,0,0,0,0,0,0,0
19,"[ 35 , 39 ]","M",1,0,"H",42,529,174,201,189,101,57,6,13,71,107
19,"[ 35 , 39 ]","M",0,1,"H",22,507,0,0,0,0,0,0,0,0,0
19,"[ 35 , 39 ]","M",1,1,"H",29,260,89,104,110,47,37,4,10,38,53
20,"[ 35 , 39 ]","M",0,0,"A",1,154222,0,0,0,0,0,0,0,0,0
20,"[ 35 , 39 ]","M",1,0,"A",0,16025,6810,3052,4814,469,421,167,1684,524,889
20,"[ 35 , 39 ]","M",0,1,"A",3,89925,0,0,0,0,0,0,0,0,0
20,"[ 35 , 39 ]","M",1,1,"A",0,12857,6575,2220,3610,307,320,105,1533,312,718
20,"[ 35 , 39 ]","M",0,0,"H",51,1329,0,0,0,0,0,0,0,0,0
20,"[ 35 , 39 ]","M",1,0,"H",35,532,145,229,217,84,57,8,27,74,115
20,"[ 35 , 39 ]","M",0,1,"H",28,500,0,0,0,0,0,0,0,0,0
20,"[ 35 , 39 ]","M",1,1,"H",20,256,112,95,110,52,38,7,15,48,54
1,"[ 40 , 44 ]","F",0,0,"A",2,167901,0,0,0,0,0,0,0,0,0
1,"[ 40 , 44 ]","F",1,0,"A",0,28307,11760,6942,9230,500,758,363,3877,679,209
1,"[ 40 , 44 ]","F",0,1,"A",5,113128,0,0,0,0,0,0,0,0,0
1,"[ 40 , 44 ]","F",1,1,"A",1,23012,10959,5509,7326,355,519,209,3159,573,144
1,"[ 40 , 44 ]","F",0,0,"H",31,1254,0,0,0,0,0,0,0,0,0
1,"[ 40 , 44 ]","F",1,0,"H",19,521,158,227,240,115,70,8,45,52,8
1,"[ 40 , 44 ]","F",0,1,"H",58,663,0,0,0,0,0,0,0,0,0
1,"[ 40 , 44 ]","F",1,1,"H",36,334,137,147,148,66,48,7,29,54,11
2,"[ 40 , 44 ]","F",0,0,"A",1,168158,0,0,0,0,0,0,0,0,0
2,"[ 40 , 44 ]","F",1,0,"A",0,28059,11781,6775,9029,536,838,343,3915,700,214
2,"[ 40 , 44 ]","F",0,1,"A",1,113148,0,0,0,0,0,0,0,0,0
2,"[ 40 , 44 ]","F",1,1,"A",1,23022,10896,5534,7432,344,591,223,3144,600,130
2,"[ 40 , 44 ]","F",0,0,"H",34,1243,0,0,0,0,0,0,0,0,0
2,"[ 40 , 44 ]","F",1,0,"H",17,527,173,233,228,129,64,13,64,72,12
2,"[ 40 , 44 ]","F",0,1,"H",55,659,0,0,0,0,0,0,0,0,0
2,"[ 40 , 44 ]","F",1,1,"H",35,304,117,137,138,63,36,10,40,41,4
3,"[ 40 , 44 ]","F",0,0,"A",3,168060,0,0,0,0,0,0,0,0,0
3,"[ 40 , 44 ]","F",1,0,"A",1,28043,11622,6875,9169,589,741,333,3831,719,208
3,"[ 40 , 44 ]","F",0,1,"A",1,113017,0,0,0,0,0,0,0,0,0
3,"[ 40 , 44 ]","F",1,1,"A",0,23071,11124,5492,7290,354,527,242,3243,552,119
3,"[ 40 , 44 ]","F",0,0,"H",29,1341,0,0,0,0,0,0,0,0,0
3,"[ 40 , 44 ]","F",1,0,"H",18,513,175,222,222,112,55,13,40,54,11
3,"[ 40 , 44 ]","F",0,1,"H",54,744,0,0,0,0,0,0,0,0,0
3,"[ 40 , 44 ]","F",1,1,"H",28,331,115,147,149,52,43,10,45,44,6
4,"[ 40 , 44 ]","F",0,0,"A",1,167572,0,0,0,0,0,0,0,0,0
4,"[ 40 , 44 ]","F",1,0,"A",0,28202,11717,6818,9178,495,753,340,3962,710,197
4,"[ 40 , 44 ]","F",0,1,"A",5,113392,0,0,0,0,0,0,0,0,0
4,"[ 40 , 44 ]","F",1,1,"A",4,23255,11197,5590,7241,322,492,227,3214,589,131
4,"[ 40 , 44 ]","F",0,0,"H",30,1212,0,0,0,0,0,0,0,0,0
4,"[ 40 , 44 ]","F",1,0,"H",14,520,152,224,235,121,65,6,67,58,8
4,"[ 40 , 44 ]","F",0,1,"H",32,637,0,0,0,0,0,0,0,0,0
4,"[ 40 , 44 ]","F",1,1,"H",37,330,137,142,159,73,45,17,36,48,8
5,"[ 40 , 44 ]","F",0,0,"A",2,168236,0,0,0,0,0,0,0,0,0
5,"[ 40 , 44 ]","F",1,0,"A",0,27866,11682,6855,9029,517,823,303,3827,719,219
5,"[ 40 , 44 ]","F",0,1,"A",0,113486,0,0,0,0,0,0,0,0,0
5,"[ 40 , 44 ]","F",1,1,"A",0,22804,10893,5364,7072,338,483,229,3150,605,140
5,"[ 40 , 44 ]","F",0,0,"H",42,1210,0,0,0,0,0,0,0,0,0
5,"[ 40 , 44 ]","F",1,0,"H",16,533,165,243,228,107,69,10,51,52,13
5,"[ 40 , 44 ]","F",0,1,"H",55,641,0,0,0,0,0,0,0,0,0
5,"[ 40 , 44 ]","F",1,1,"H",39,344,110,157,145,60,26,10,31,58,9
6,"[ 40 , 44 ]","F",0,0,"A",4,168244,0,0,0,0,0,0,0,0,0
6,"[ 40 , 44 ]","F",1,0,"A",0,28014,11713,6774,9082,537,854,335,3890,695,223
6,"[ 40 , 44 ]","F",0,1,"A",3,113286,0,0,0,0,0,0,0,0,0
6,"[ 40 , 44 ]","F",1,1,"A",1,22920,11049,5457,7142,322,525,240,3212,582,141
6,"[ 40 , 44 ]","F",0,0,"H",45,1225,0,0,0,0,0,0,0,0,0
6,"[ 40 , 44 ]","F",1,0,"H",24,500,180,203,237,105,49,12,41,54,8
6,"[ 40 , 44 ]","F",0,1,"H",50,640,0,0,0,0,0,0,0,0,0
6,"[ 40 , 44 ]","F",1,1,"H",24,291,101,139,135,61,32,11,31,49,7
7,"[ 40 , 44 ]","F",0,0,"A",3,168237,0,0,0,0,0,0,0,0,0
7,"[ 40 , 44 ]","F",1,0,"A",1,27990,11651,6803,9034,511,823,325,3912,745,216
7,"[ 40 , 44 ]","F",0,1,"A",3,113095,0,0,0,0,0,0,0,0,0
7,"[ 40 , 44 ]","F",1,1,"A",1,23060,11115,5399,7248,322,485,222,3239,622,120
7,"[ 40 , 44 ]","F",0,0,"H",35,1232,0,0,0,0,0,0,0,0,0
7,"[ 40 , 44 ]","F",1,0,"H",16,520,167,228,229,114,65,8,47,57,6
7,"[ 40 , 44 ]","F",0,1,"H",39,657,0,0,0,0,0,0,0,0,0
7,"[ 40 , 44 ]","F",1,1,"H",39,329,120,143,154,56,40,6,41,39,4
8,"[ 40 , 44 ]","F",0,0,"A",0,167854,0,0,0,0,0,0,0,0,0
8,"[ 40 , 44 ]","F",1,0,"A",1,28030,11632,6843,9196,504,781,358,3898,719,211
8,"[ 40 , 44 ]","F",0,1,"A",2,113611,0,0,0,0,0,0,0,0,0
8,"[ 40 , 44 ]","F",1,1,"A",2,22815,10898,5570,7237,309,535,225,3066,627,150
8,"[ 40 , 44 ]","F",0,0,"H",31,1251,0,0,0,0,0,0,0,0,0
8,"[ 40 , 44 ]","F",1,0,"H",23,528,158,235,241,112,52,9,67,47,6
8,"[ 40 , 44 ]","F",0,1,"H",46,679,0,0,0,0,0,0,0,0,0
8,"[ 40 , 44 ]","F",1,1,"H",44,352,144,158,170,82,51,19,45,44,15
9,"[ 40 , 44 ]","F",0,0,"A",0,168009,0,0,0,0,0,0,0,0,0
9,"[ 40 , 44 ]","F",1,0,"A",1,28221,11853,6926,9128,495,816,350,3837,710,225
9,"[ 40 , 44 ]","F",0,1,"A",0,113099,0,0,0,0,0,0,0,0,0
9,"[ 40 , 44 ]","F",1,1,"A",0,22976,11032,5438,7311,323,521,234,3170,598,147
9,"[ 40 , 44 ]","F",0,0,"H",36,1303,0,0,0,0,0,0,0,0,0
9,"[ 40 , 44 ]","F",1,0,"H",18,507,154,214,218,109,71,18,58,61,10
9,"[ 40 , 44 ]","F",0,1,"H",49,675,0,0,0,0,0,0,0,0,0
9,"[ 40 , 44 ]","F",1,1,"H",39,330,120,170,168,69,41,10,34,49,7
10,"[ 40 , 44 ]","F",0,0,"A",2,167990,0,0,0,0,0,0,0,0,0
10,"[ 40 , 44 ]","F",1,0,"A",0,28243,11847,6931,9129,535,780,339,3826,761,220
10,"[ 40 , 44 ]","F",0,1,"A",2,113221,0,0,0,0,0,0,0,0,0
10,"[ 40 , 44 ]","F",1,1,"A",0,22863,10837,5552,7207,312,516,221,3186,566,128
10,"[ 40 , 44 ]","F",0,0,"H",31,1289,0,0,0,0,0,0,0,0,0
10,"[ 40 , 44 ]","F",1,0,"H",25,527,143,202,247,115,63,15,54,64,5
10,"[ 40 , 44 ]","F",0,1,"H",48,653,0,0,0,0,0,0,0,0,0
10,"[ 40 , 44 ]","F",1,1,"H",24,334,126,139,146,64,31,6,29,41,5
11,"[ 40 , 44 ]","F",0,0,"A",4,167831,0,0,0,0,0,0,0,0,0
11,"[ 40 , 44 ]","F",1,0,"A",0,28059,11897,6874,9039,568,806,366,3793,681,216
11,"[ 40 , 44 ]","F",0,1,"A",3,113635,0,0,0,0,0,0,0,0,0
11,"[ 40 , 44 ]","F",1,1,"A",1,22891,10874,5461,7305,333,526,235,3212,574,122
11,"[ 40 , 44 ]","F",0,0,"H",26,1236,0,0,0,0,0,0,0,0,0
11,"[ 40 , 44 ]","F",1,0,"H",10,527,168,195,235,105,65,9,50,56,7
11,"[ 40 , 44 ]","F",0,1,"H",32,610,0,0,0,0,0,0,0,0,0
