"S","R","D","A","H","I"
0,497.99999704,0,285.00000057,34.00000239,0
0,608.7899987941,0.13698011979703,178.98000035796,22.140020239388,6.953000488755
0,681.458822443903,3.09375077444179,112.399440224799,13.9211623054878,6.12682425136849
0,727.757541008219,5.70729519266763,70.5868484611737,8.69226806865269,4.25604726928701
0,756.95109844613,7.60384267445755,44.3285408336171,5.36005835382009,2.75645969197549
0,775.250474704103,8.82613529434773,27.8383236435115,3.3549486955269,1.73011766251057
0,786.734764707769,9.59311003084274,17.4824672481252,2.10564394265083,1.08401407061268
0,793.945139762964,10.0808418257458,10.9789894318227,1.31510155695501,0.679927422513011
0,798.468166660749,10.3909491440809,6.89480536318462,0.820757256410488,0.425321575575291
0,801.30462509553,10.5848787387916,4.32993776807994,0.514889576280415,0.265668821318262
0,803.085030387867,10.7108424166736,2.7192009183542,0.31852752985233,0.166398747252545
0,804.199778378743,10.7895865976706,1.70765817672644,0.199566255136933,0.103410591722887
0,804.899128060856,10.838584872702,1.0724093349842,0.125281996185901,0.0645957352717667
0,805.338161494235,10.8692155980852,0.67347306237008,0.0786726579776278,0.0404771873325232
0,805.613838657148,10.888415950182,0.422941083168411,0.0494059978591952,0.0253983116429052
0,805.786955726825,10.9004652099974,0.265607000229762,0.0310269247080734,0.0159451382400736
0,805.895671368352,10.9080301429682,0.16680119614429,0.0194849046374078,0.0100123878980179
0,805.96394435974,10.9127804571512,0.104751151178614,0.0122365197155967,0.00628751221489403
0,806.006819699137,10.9157635474888,0.0657837229401698,0.00768453434281737,0.00394849609126516
0,806.033745389468,10.9176369035875,0.0413121780064267,0.00482588756353778,0.00247964137409714
0,806.050654717751,10.9188133655489,0.0259440477880359,0.0030306573895369,0.00155721152278582
0,806.061273774706,10.9195521823566,0.0162928620108866,0.0019032528405937,0.000977928086401034
0,806.067942542196,10.9200161590118,0.0102319173428368,0.00119524278388939,0.000614138665773648
0,806.072130528116,10.9203075362823,0.00642564409130149,0.000750612468282202,0.000385679042433319
0,806.074760583259,10.9204905211923,0.00403530448933734,0.00047138463008119,0.000242206429523374
0,806.076412257885,10.9206054357122,0.00253417121930385,0.000296029547690984,0.000152105635641979
0,806.07744950955,10.9206784579498,0.00159145952572282,0.000185050635924784,9.55223387004615e-05
0,806.078100338688,10.9207247991235,0.000999436582153928,0.000115612613490481,5.98129929477246e-05
