"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,108299.552556202,433649.792339704,541949.344895906,0
2,122242.502644106,126505.150847445,248747.653491552,0
3,56822.8838529234,57449.6832255017,114272.567078425,0
4,35280.1927362374,35490.9659989559,70771.1587351933,0
5,23634.0149918799,23795.5788834425,47429.5938753224,0
6,1639.13885802057,16219.2419499909,17858.3808080114,0
7,1110.90865309266,11087.9297787291,12198.8384318218,0
8,756.912405348187,7583.15170580351,8340.0641111517,0
9,516.223272338215,5186.03566353568,5702.25893587389,0
10,352.160488064478,3546.02980296106,3898.19029102554,0
11,240.191720998891,2424.36488971563,2664.55661071452,0
12,163.863239863896,1657.2647799141,1821.128019778,0
13,111.778796450027,1132.73296300426,1244.51175945429,0
14,76.2548524377912,774.154807326501,850.409659764293,0
15,52.0294229953833,529.040198601884,581.069621597267,0
16,35.5005806137997,361.4853577031,396.9859383169,0
17,24.2196050662725,246.980647613163,271.200252679436,0
18,16.526965013611,168.738303939513,185.265268953124,0
19,11.2786740653509,115.279346876505,126.558020941856,0
20,7.69822202625753,78.7528083259172,86.4510303521747,0
21,5.25426090092139,53.7978085305695,59.0520694314909,0
22,3.5865398673039,36.748787667835,40.3353275351389,0
23,2.44810636345817,25.1019451455593,27.5500515090174,0
24,1.67115714829798,17.1459162438613,18.8170733921593,0
25,1.14082624333147,11.7112066719218,12.8520329152533,0
26,0.778804195264348,7.99880208989023,8.77760628515457,0
27,0.53164700843294,5.46313771935332,5.99478472778626,0
28,0.362961010448906,3.73125203007784,4.09421304052674,26.3753342558637
