"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,2655.8080093468,62439.4286280576,65095.2366374044,0
2,6124.60010032525,26716.3361744419,32840.9362747671,0.138348526964937
3,4125.32325616663,17371.5059757774,21496.8292319441,5.59346038349783
4,2606.59078702483,10900.8154311661,13507.4062181909,9.41082149354307
5,1625.59645827658,6758.80174020782,8384.3981984844,11.9294186677186
6,1003.27576076556,4196.07282138785,5199.34858215341,13.4977591202702
7,626.004190405529,2621.01737909177,3247.0215694973,14.4625748995891
8,391.322043514988,1635.20313761308,2026.52518112807,15.0718017682444
9,243.721619688449,1018.15300271596,1261.87462240441,15.4570658327874
10,151.73340490356,635.201698169851,786.935103073411,15.6966988388177
11,94.7909860697654,394.615500917728,489.406486987494,15.8507571978152
12,58.6277897495547,245.322520171277,303.950309920832,15.9468345738449
13,36.6063227461049,153.299133459645,189.90545620575,16.0061303208606
14,22.890404369506,95.8719398677496,118.762344237256,16.0431411505254
15,14.3169724539218,59.9649820406816,74.2819544946034,16.0662832751225
16,8.95497795240586,37.5070023931233,46.4619803455292,16.0807575688716
17,5.60118966809948,23.4600168116155,29.061206479715,16.0898109365551
18,3.50345395807546,14.6738638840647,18.1773178421401,16.0954736662372
19,2.19135434102682,9.17826695402728,11.3696212950541,16.0990156123738
20,1.37065707334422,5.74085911544988,7.1115161887941,16.1012310429453
21,0.857324068348365,3.59081552179886,4.44813959014723,16.1026167593146
22,0.5362424875167,2.24599765572314,2.78224014323984,16.1034835027315
23,0.335411096057023,1.40483559768127,1.7402466937383,16.1040256368708
24,0.209794274005657,0.878702188978999,1.08849646298466,16.1043647331007
25,0.131222961682108,0.549614159971236,0.680837121653344,16.1045768323671
26,0.0820778629647673,0.343774863235438,0.425852726200205,16.1047094970645
27,0.0513316264988162,0.214601434768055,0.265933061266871,16.1047933231049
28,0.0319928247662301,0.133724953686301,0.165717778452531,16.1048462307197
