"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,844.24915591334,64745.8209004784,65590.0700563917,0
2,9933.4204215837,35001.5624920803,44934.982913664,0
3,4389.58059166986,15302.5764068604,19692.1569985302,0
4,1893.92176500441,6599.34761198691,8493.26937699131,0
5,816.180150014186,2866.40740787581,3682.58755788999,0
6,357.926866180961,1279.22627216861,1637.15313834957,0
7,163.154857995842,600.988400261478,764.14325825732,0
8,79.338036099487,302.319016785709,381.657052885196,0
9,41.3773278185133,162.563254470991,203.940582289505,0
10,22.9253962154983,91.4469649802656,114.372361195764,0
11,13.0847108422548,53.0158672553288,66.1005780975835,0
12,7.69243725063917,31.3234217186811,39.0158589693203,0
13,4.56451813862944,18.6744238011077,23.2389419397371,0
14,2.73255789693807,11.2411629260444,13.9737208229825,0
15,1.65248981926154,6.81190551655394,8.46439533581548,0
16,1.00277981569135,4.12888447050887,5.13166428620022,0
17,0.607206380092282,2.51215338106937,3.11935976116165,0
18,0.370921428022861,1.53796979246092,1.90889122048378,0
19,0.22751630413388,0.946414027187363,1.17393033132124,0
20,0.14036740564162,0.583716932879825,0.724084338521444,0
21,0.0865512512399907,0.36065270804546,0.44720395928545,0
22,0.0535605697497092,0.22310883732389,0.276669407073599,0
23,0.0331241606195014,0.138184682824021,0.171308843443522,0
24,0.0205404471074991,0.085743131876749,0.106283578984248,0
25,0.0127513414057834,0.0532468738027913,0.0659982152085747,0
26,0.00792002727146025,0.0330545752144133,0.0409746024858735,0
27,0.00491457524364389,0.0205481466013746,0.0254627218450185,0
28,0.00305963802738873,0.0127961506429305,0.0158557886703192,0
