"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,2040777.16750486,2397158.30022706,4437935.46773192,0
2,1425697.69100688,192030.224946365,1617727.91595325,2.08891973146605
3,973606.828602007,153701.892039977,1127308.72064198,8.21192130805004
4,664819.109683323,119745.481774567,784564.59145789,15.7657227908271
5,453927.527154385,91540.1085994025,545467.635753788,23.0644123890199
6,30145.1178571328,69024.7997054411,99169.9175625738,29.3843037342996
7,20587.3376236945,51442.5894122357,72029.9270359302,34.6457804446793
8,14053.3411866997,37969.257060954,52022.5982476537,38.8704743966488
9,9592.02471724799,27823.3483576735,37415.3730749215,42.1372350864432
10,6551.7335876044,20272.0305065754,26823.7640941798,44.6053365529672
11,4477.61146216946,14690.2745983343,19167.8860605038,46.4562341479275
12,3059.38175451591,10595.5036276843,13654.8853822003,47.8278082009808
13,2090.55717456284,7610.28886953428,9700.84604409712,48.8377318116538
14,1428.31928029345,5446.02741842246,6874.3466987159,49.5761312680034
15,975.823749940087,3884.3032070872,4860.12695702728,50.1134870766614
16,666.589170533925,2762.97432255398,3429.56349308791,50.5010139848492
17,455.518358660659,1960.42579935604,2415.9441580167,50.779692227321
18,311.24964887443,1387.63196412867,1698.8816130031,50.9795699887663
19,212.638652261375,980.145538604048,1192.78419086542,51.1222830344303
20,145.283711748569,691.015196487995,836.298908236564,51.2238821635814
21,99.2633486946192,486.291610157264,585.554958851884,51.2960870765944
22,67.8113072463518,341.675846522874,409.487153769226,51.3472288007888
23,46.3290497912725,239.703017362312,286.032067153584,51.3834039101975
24,31.6487141828954,167.947038713385,199.595752896281,51.4088997076879
25,21.6246038725203,117.524228490124,139.148832362644,51.4268523794663
26,14.7738998719261,82.1419297124806,96.9158295844067,51.4394728165882
27,10.0932295512842,57.3490977001435,67.4423272514277,51.4483313954601
28,6.89540981602157,40.0007198840769,46.8961297000985,51.4545366333091
