"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,276755.007618974,1212358.9368522,1489113.94447117,0
2,327899.097060654,342574.935730823,670474.032791477,0
3,141654.68457114,148909.609509851,290564.294080991,0
4,88908.222347761,93608.5868873753,182516.809235136,0
5,59965.5080807406,63157.2237400933,123122.731820834,0
6,4115.62411634124,43056.9960839563,47172.6202002976,0
7,2803.5402938774,29396.5607650606,32200.101058938,0
8,1913.68958486263,20074.1145675347,21987.8041523973,0
9,1306.65431223862,13708.420789459,15015.0751016976,0
10,892.210240291097,9361.36250419838,10253.5727444895,0
11,609.222671226831,6392.78150684104,7002.00417806787,0
12,415.992200608997,4365.55679847439,4781.54899908339,0
13,284.049684035224,2981.18141184577,3265.23109588099,0
14,193.956073995386,2035.80495391208,2229.76102790747,0
15,132.437936757891,1390.21814607878,1522.65608283667,0
16,90.4318417568449,949.355315107412,1039.78715686426,0
17,61.7490520108682,648.29651868123,710.045570692098,0
18,42.1637435860642,442.70832107213,484.872064658194,0
19,28.7904189077956,302.315764532838,331.106183440633,0
20,19.6587888070136,206.444367843056,226.10315665007,0
21,13.4234912469474,140.975758370373,154.399249617321,0
22,9.16587996817865,96.2686797842116,105.43455975239,0
23,6.25868080958022,65.7392565325093,71.9979373420895,0
24,4.27357566663888,44.8914646702246,49.1650403368635,0
25,2.91809852071125,30.6550476949199,33.5731462156312,0
26,1.9925464849071,20.9333853905361,22.9259318754432,0
27,1.36055760296203,14.2947383929729,15.6552959959349,0
28,0.929020646906629,9.76140297401808,10.6904236209247,118.449901388042
