"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,3163.42866221136,90224.5418690952,93387.9705313065,0
2,10153.843227959,43629.3181208206,53783.1613487796,0
3,6669.62937897443,27664.0359911202,34333.6653700947,0
4,4097.76929585911,16431.8817217445,20529.6510176036,0
5,2361.22940204051,9450.50388260026,11811.7332846408,0
6,1356.20527472351,5509.87616896204,6866.08144368555,0
7,800.767788098767,3238.89360324112,4039.66139133989,0
8,468.629727912128,1897.05546742584,2365.68519533797,0
9,274.869526760496,1133.18136004305,1408.05088680355,0
10,166.941673172538,697.55047105694,864.492144229478,0
11,103.910117795954,432.463439469665,536.373557265619,0
12,64.2116389203518,267.952932641376,332.164571561728,0
13,39.8649140198685,165.963454918246,205.828368938115,0
14,24.6395236372357,102.582683062098,127.222206699334,0
15,15.2260996673094,63.2481581200923,78.4742577874017,0
16,9.37352748619459,39.24695777616,48.6204852623546,0
17,5.85457770021572,24.4666500467761,30.3212277469918,0
18,3.64310094094515,15.1851435517828,18.828244492728,0
19,2.25629943133714,9.42834440967179,11.6846438410089,0
20,1.40382682058902,5.86751964234259,7.27134646293161,0
21,0.87362797654574,3.64330188187729,4.51692985842303,0
22,0.541479380265268,2.26359472205639,2.80507410232166,0
23,0.337038586180074,1.40603462059744,1.74307320677752,0
24,0.209035488488667,0.875995185116464,1.08503067360513,0
25,0.130709226194973,0.546603793761438,0.677313019956411,0
26,0.081412886412506,0.340466768473448,0.421879654885954,0
27,0.0507096027868851,0.212080995072948,0.262790597859833,0
28,0.0315929122110464,0.13241474532825,0.164007657539296,0
