"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,3411582.18830389,4310676.56166999,7722258.74997389,0
2,2429364.94626957,430151.165034449,2859516.11130402,0
3,1631098.32877899,300230.199513781,1931328.52829277,0
4,1110703.27255906,225761.557084339,1336464.8296434,0
5,758140.060301658,169862.053324563,928002.113626221,0
6,50357.9630012626,126668.976874042,177026.939875305,0
7,34418.4958211742,93638.2654970687,128056.761318243,0
8,23526.2869877371,68704.5348870269,92230.8218747639,0
9,16080.950784447,50090.5077921234,66171.4585765704,0
10,10991.5845335216,36321.1061022449,47312.6906357665,0
11,7512.7385617187,26212.8647619041,33725.6033236228,0
12,5134.82592502474,18839.9800466916,23974.8059717164,0
13,3509.48096414047,13491.8031930528,17001.2841571933,0
14,2398.5569332526,9630.76310633553,12029.3200395881,0
15,1639.25833977108,6854.91427221194,8494.17261198301,0
16,1120.30236032351,4866.54809161857,5986.85045194207,0
17,765.620972269037,3446.88307450623,4212.50404677527,0
18,523.218810065285,2436.19833144123,2959.41714150651,0
19,357.555993900485,1718.54549471322,2076.10148861371,0
20,244.340909762891,1210.16125938558,1454.50216914848,0
21,166.970572999663,850.78966604085,1017.76023904051,0
22,114.097341988798,597.246447220337,711.343789209135,0
23,77.9656244091874,418.684440814434,496.650065223621,0
24,53.2749487405424,293.133943437472,346.408892178015,0
25,36.4028477773637,204.989223381711,241.392071159075,0
26,24.8736952234539,143.191489261339,168.065184484793,0
27,16.9956614879397,99.9210089685145,116.916670456454,0
28,11.612582997835,69.6592823451231,81.2718653429581,124.114116144659
