"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,1316320.15042551,1549852.00635209,2866172.1567776,0
2,920103.441676866,122644.998461341,1042748.44013821,0
3,627344.576065003,96608.8666435859,723953.442708589,0
4,428320.650159294,75132.6007499937,503453.250909288,0
5,292492.072134132,57468.7754715556,349960.847605687,0
6,19274.9532187715,43357.0325828164,62631.9858015878,0
7,13175.7361127151,32349.4628586013,45525.1989713164,0
8,9006.31366989084,23918.3601560649,32924.6738259557,0
9,6156.13495546386,17551.5005496043,23707.6355050682,0
10,4207.82904995956,12797.4899186988,17005.3189686584,0
11,2876.05496949584,9280.31847059819,12156.373440094,0
12,1965.73825681978,6698.04711594011,8663.78537275989,0
13,1343.51921116439,4814.38006917139,6157.89928033577,0
14,918.23114475143,3447.88774877691,4366.11889352834,0
15,627.552930116998,2461.29951409098,3088.85244420798,0
16,428.883322112396,1751.9604082354,2180.84373034779,0
17,293.10191230517,1243.82687838265,1536.92879068782,0
18,200.303749631684,881.009412290479,1081.31316192216,0
19,136.883364165131,622.702125513704,759.585489678836,0
20,93.5413533426549,439.279823615798,532.821176958453,0
21,63.9216877257228,309.339184891915,373.260872617638,0
22,43.6802016875009,217.482562312681,261.162764000182,0
23,29.8478505097155,152.674158222293,182.522008732009,0
24,20.3954697193982,107.030554454285,127.426024173684,0
25,13.9362774315881,74.9368450504429,88.873122482031,0
26,9.52253254944403,52.4044392918069,61.9269718412509,0
27,6.50655259517994,36.6067758301256,43.1133284253056,0
28,4.44572300958528,25.5451131869857,29.990836196571,44.8356184686966
