"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,6647575.72935322,7797698.19064619,14445273.9199994,0
2,4642344.16741681,618051.586228325,5260395.75364513,0
3,3170315.12630098,495253.705164425,3665568.83146541,0
4,2165033.8490675,386980.427098925,2552014.27616642,0
5,1478514.02840982,296775.005640542,1775289.03405036,0
6,98262.6811467722,224333.249941844,322595.931088616,0
7,67172.0720069909,167637.51598122,234809.587988211,0
8,45917.3380022732,124104.267334693,170021.605336966,0
9,31387.217007198,91165.6653755754,122552.882382773,0
10,21454.4495321962,66532.5633900028,87987.012922199,0
11,14664.616117386,48284.7355792213,62949.3516966073,0
12,10023.3539711494,34872.9341189147,44896.2880900641,0
13,6850.85481918841,25080.5961164207,31931.4509356092,0
14,4682.37359916487,17971.2337305771,22653.6073297419,0
15,3200.20079296134,12834.8709303063,16035.0717232677,0
16,2187.14976045326,9139.71038141225,11326.8601418655,0
17,1494.75561412934,6491.2919521333,7986.04756626264,0
18,1021.53320744766,4599.3800007537,5620.91320820136,0
19,698.112874339862,3251.87011170483,3949.9829860447,0
20,477.07856008427,2294.65013610094,2771.72869618521,0
21,326.020923022236,1616.30107167908,1942.32199470132,0
22,222.788405601482,1136.61871720166,1359.40712280314,0
23,152.240938328509,798.088221383797,950.329159712306,0
24,104.030881993971,559.60423604009,663.635118034061,0
25,71.0861958139976,391.877271877377,462.963467691375,0
26,48.5736375921679,274.093324428088,322.666962020256,0
27,33.1900981406186,191.49718351234,224.687281652959,0
28,22.6782315655847,133.651732117498,156.329963683082,171.134792131878
