"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,724851.576603883,1667387.53343617,2392239.11004005,0
2,630442.084462677,379025.152401151,1009467.23686383,0
3,359832.039381186,186908.156902374,546740.19628356,0
4,236271.281711388,120833.503150231,357104.784861619,0
5,160088.258025736,83468.7359632135,243556.99398895,0
6,10858.8439463791,58352.190392303,69211.0343386821,0
7,7393.70396488088,40838.0803267725,48231.7842916533,0
8,5045.82693353035,28555.6165627652,33601.4434962956,0
9,3444.88239499167,19944.7404974591,23389.6228924508,0
10,2352.22672101294,13915.1569135574,16267.3836345703,0
11,1606.2196239091,9698.71080587425,11304.9304297834,0
12,1096.92276635674,6753.12832006749,7850.05108642423,0
13,749.022889744293,4697.92643336474,5446.94932310903,0
14,511.509856934616,3265.45382148717,3776.96367842178,0
15,349.31018727401,2268.04294222938,2617.35312950339,0
16,238.565437296421,1574.12425201308,1812.6896893095,0
17,162.924851967184,1091.74973588092,1254.67458784811,0
18,111.267919051026,756.72341870186,867.991337752886,0
19,75.9957328164758,524.199628863133,600.195361679609,0
20,51.9062471517517,362.925918790238,414.83216594199,0
21,35.4543600581922,251.135816802852,286.590176861044,0
22,24.2166140810336,173.689678918901,197.906292999934,0
23,16.5402513947013,120.066147211154,136.606398605856,0
24,11.296688821419,82.9596752796272,94.2563641010462,0
25,7.71562769573623,57.2963860902181,65.0120137859543,0
26,5.26985874062221,39.5562945781319,44.8261533187541,0
27,3.59953125003637,27.298142498757,30.8976737487934,0
28,2.45855718988147,18.8321151497294,21.2906723396108,77.2077641085845
