"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,4534026.43671905,5386510.33164643,9920536.76836548,0
2,3176681.19283365,447044.00681889,3623725.19965253,0
3,2163396.89667814,348605.211468144,2512002.10814629,0
4,1476685.57750424,270446.315333222,1747131.89283746,0
5,1008351.40208254,206690.691258231,1215042.09334077,0
6,67046.6618299574,155864.192298176,222910.854128133,0
7,45831.4863700553,116253.386231309,162084.872601364,0
8,31329.1121928608,85931.077074847,117260.189267708,0
9,21415.197607944,63042.458229117,84457.655837061,0
10,14638.1056400687,45957.7440603361,60595.8497004049,0
11,10005.4475356494,33321.4299526935,43326.877488343,0
12,6838.75836517173,24046.1371437272,30884.8955088989,0
13,4674.20085009285,17281.5088758079,21955.7097259007,0
14,3194.67823955444,12374.9948449456,15569.6730845,0
15,2183.41748845274,8833.08494683665,11016.5024352894,0
16,1492.23289986775,6286.84624929779,7779.07914916555,0
17,1019.82781620881,4463.06290825188,5482.89072446069,0
18,696.959843459215,3160.97820373877,3857.93804719798,0
19,476.298876238625,2234.04593022514,2710.34480646376,0
20,325.49362451285,1575.89161495396,1901.38523946681,0
21,222.431745384092,1109.67447181928,1332.10621720337,0
22,151.999663170605,780.122201730481,932.121864901086,0
23,103.867640696491,547.6246829813,651.492323677791,0
24,70.9757354112147,383.889377220903,454.865112632118,0
25,48.4988822881401,268.767006558984,317.265888847124,0
26,33.139499850248,187.945576175577,221.085076025825,0
27,22.6439794233977,131.283490588032,153.92747001143,0
28,15.4722089482314,91.6098331791722,107.082042127404,121.986723149081
