"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,3139.2937624737,88467.1263876452,91606.4201501189,0
2,9850.95722160964,40454.2154830475,50305.1727046571,0
3,5945.93190310374,24345.2642809381,30291.1961840418,0
4,3565.00394248164,14425.2912515235,17990.2951940052,0
5,2090.04787965937,8492.40394481012,10582.4518244695,0
6,1235.39449563109,5077.16216915239,6312.55666478348,0
7,745.478726255743,3048.97442300753,3794.45314926327,0
8,445.59738246998,1820.94175021235,2266.53913268233,0
9,266.056347654495,1101.69495525453,1367.75130290902,0
10,162.894820977909,681.338154193279,844.232975171187,0
11,101.572338586387,423.309750298512,524.882088884899,0
12,62.9178910479004,262.78344338682,325.70133443472,0
13,39.1217004487942,163.066189669572,202.187890118366,0
14,24.2327736452271,101.008295563587,125.241069208814,0
15,15.0071557624741,62.4306162278118,77.4377719902859,0
16,9.26323956432323,38.7942569788834,48.0574965432066,0
17,5.78785969905686,24.1985121605765,29.9863718596334,0
18,3.60443403604599,15.0362688388884,18.6407028749343,0
19,2.23564820029358,9.34630843373968,11.5819566340333,0
20,1.392106012362,5.82083776826375,7.21294378062575,0
21,0.866965534162745,3.61797743790473,4.48494297206747,0
22,0.538018026175438,2.24991891024518,2.78793693642062,0
23,0.335106026608013,1.39879949622212,1.73390552283014,0
24,0.208060244189458,0.871931289712627,1.07999153390209,0
25,0.130106139946967,0.544229983548571,0.674336123495539,0
26,0.0810784824953344,0.339158107068857,0.420236589564192,0
27,0.0505265308553176,0.211368158244623,0.26189468909994,0
28,0.0314933129185257,0.131997296792139,0.163490609710665,37.4618515511268
