"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,994761.510957505,1180441.19139492,2175202.70235243,0
2,696772.794076995,98669.6950003711,795442.489077366,0
3,474922.401978987,77621.4895321785,552543.891511166,0
4,324203.260528775,60356.7978525248,384560.0583813,0
5,221382.127901765,46177.0331106317,267559.161012397,0
6,14808.1217716264,34851.0663612326,49659.188132859,0
7,10122.22976202,26013.7460091121,36135.9757711322,0
8,6919.34480578042,19239.5734522586,26158.918258039,0
9,4729.51279116711,14120.9056954928,18850.4184866599,0
10,3232.60389713543,10298.041498925,13530.6453960604,0
11,2209.54376260788,7467.99613120108,9677.53989380896,0
12,1509.95313833,5390.1994809182,6900.15261924819,0
13,1032.01170313388,3874.63295361133,4906.64465674521,0
14,705.357152430171,2775.08765538575,3480.44480781592,0
15,482.087567251896,1981.155095381,2463.2426626329,0
16,329.483203649176,1410.28107385159,1739.76427750077,0
17,225.180589933527,1001.30414044379,1226.48473037732,0
18,153.893088473987,709.265718479195,863.158806953182,0
19,105.1714824532,501.336224651251,606.507707104451,0
20,71.8733397158068,353.678402973053,425.55174268886,0
21,49.1166609047443,249.068734520506,298.18539542525,0
22,33.5645822219177,175.115400053102,208.67998227502,0
23,22.9364012293427,122.936215813935,145.872617043278,0
24,15.6733250320487,86.1857382840385,101.859063316087,0
25,10.7099893894781,60.3441802428618,71.0541696323398,0
26,7.31828265540422,42.2006900323426,49.5189726877468,0
27,5.00058240258973,29.4789003246748,34.4794827272645,0
28,3.41662122647985,20.5705020111742,23.987123237654,20.8531413140072
